,300003.SZ,600426.SH,002123.SZ,600276.SH,601012.SH,002032.SZ,600845.SH,000333.SZ,002683.SZ,002236.SZ,600050.SH,300782.SZ,600048.SH,601628.SH,600438.SH,300463.SZ,600383.SH,002572.SZ,300166.SZ,600030.SH,300498.SZ,603063.SH,0291.HK,002241.SZ,002007.SZ,600031.SH,000708.SZ,000063.SZ,2328.HK,000661.SZ,300014.SZ,000568.SZ,002624.SZ,018007.SH,300383.SZ,600201.SH,300207.SZ,600036.SH,002035.SZ,000968.SZ,601318.SH,300036.SZ,601166.SH,601088.SH,300651.SZ,603345.SH,002332.SZ,002212.SZ,019611.SH,000895.SZ,300122.SZ,300357.SZ,002768.SZ,300012.SZ,601818.SH,300753.SZ,000651.SZ,002384.SZ,002142.SZ,300144.SZ,600114.SH,000961.SZ,000166.SZ,600855.SH,000671.SZ,603456.SH,002396.SZ,002179.SZ,600529.SH,002050.SZ,600016.SH,0268.HK,300601.SZ,601139.SH,1299.HK,002311.SZ,600519.SH,600837.SH,0939.HK,601877.SH,601098.SH,600673.SH,000876.SZ,600884.SH,300590.SZ,300129.SZ,002353.SZ,000878.SZ,002555.SZ,002705.SZ,000031.SZ,300015.SZ,000002.SZ,1398.HK,300146.SZ,300033.SZ,603517.SH,002157.SZ,1797.HK,000725.SZ,002891.SZ,600867.SH,300450.SZ,2020.HK,600887.SH,600176.SH,002273.SZ,002271.SZ,6098.HK,600763.SH,603501.SH,600745.SH,002675.SZ,601688.SH,002044.SZ,000425.SZ,002475.SZ,601398.SH,002405.SZ,002410.SZ,603816.SH
2019-01-02,-0.0788578286677523,-0.03832698387727562,0.018584026922194546,0.009700821874004008,0.003261193721737066,-0.0015802077822128033,0.033803056428375104,-0.0033963689874875916,0.00874415891923431,-0.008630565024449416,0.010700241170518118,0.007572781747337429,3.2030471740894364e-05,-0.011613573116076352,0.01067515462547624,-0.024279798711220837,-0.014913374487038862,-0.018566455826284772,-0.003401740615620677,0.012601569226609106,0.00764207835776311,0.013063669247785202,-0.02762598627450106,0.011294372923527968,-0.08808222731399297,-0.026809278062226917,0.006287289146313978,0.010714895165759429,0.0028875894979434134,-0.024202478382378115,0.023110956840126155,-0.017539922522386918,-0.010516371900741252,-0.0005058377028529815,0.027167079222745034,-0.04608482892496298,0.013386456937085758,-0.019082700629935036,-0.012551448931367632,-0.03725710796490006,-0.008613753186165203,-0.012181730566435168,-0.006314987499728984,-0.00383984341561612,-0.0022115066155822837,-0.0393011234862612,-0.02263210890945761,0.0010966923205667698,4.372514714531424e-06,0.021736334008397556,-0.06556907044483931,-0.039014144654315165,-0.027517758854359038,-0.003571084383467057,-0.0076100899223941,0.0388889063572079,0.010659666059345244,0.0017184750569054054,-0.006820191648728139,-0.0816691439203936,0.012941299881585896,0.0026008165882398545,0.0042404150008835285,0.028249785873859876,0.0019009949202935215,-0.00032049370119735336,0.037440643318943985,0.014409066482779724,-0.018082748925180442,0.0027844891964641945,-0.008953345522082254,-0.01927032873757576,-0.033751730545299355,0.008019120702183842,0.0009259982257257551,-0.002955050784901228,0.02045259876894887,0.00783990479423824,-0.00802657255117591,-0.019791121058719666,0.0021827913371084934,-0.0058741753758622985,0.020052113377202797,0.0007984670045475841,0.045507236743482816,0.017391910861769288,0.010081768944690993,0.01113731654800814,0.018994732361023465,0.039444080748232156,0.005378043790366096,-0.05975592078973708,0.01124217066174838,-0.006279821234533987,-0.002586117015909245,0.015872138690867125,-0.030603389339674807,0.011123990264313684,0.023053260342577424,-0.00687016924667967,0.01494818577355631,0.0009417883282562124,0.010163053889056584,0.004741876150121872,-0.01015422540114349,-0.009687889460780117,0.017594790307260112,0.014773534857266688,-0.02145870917562336,-0.026745428725980715,-0.005694006331080486,-0.0013563622710482228,0.0014027556259698488,0.014225543215857119,-0.0363904646967016,0.007058399911803799,0.014753623979294432,-0.012676768493163508,0.017895446146049526,-0.012902297585508028,-0.01564677572287591
2019-01-03,-0.014509842109003407,-0.01698517090559178,-0.0012237715498626181,-0.03574113816131256,0.007639149047037942,-0.0765244590598818,0.0338256340328363,-0.004224659246435628,-0.013518850815023698,-0.004415918627545299,0.0004389259897059767,0.0031306288962237006,0.018217957059788632,0.013906148928563773,-0.03863387379790579,0.0006889381396668507,0.013147503605030555,-0.007794960742660598,-0.0031050004971167624,0.004350480000734388,0.023990903176726357,-0.008499295035250636,-0.040400663580475456,-0.013785294169891276,0.007148548240871756,-0.01325930881303753,0.03717556608779771,-0.037096183689120876,-0.006176836978489677,-0.013729139707666177,0.01040626359307395,-0.03576522842658702,-0.034152676881812734,0.0022799624526121157,0.0053376660502121665,0.0014537349285367253,-0.0519421205311002,0.014377615053930403,-0.009522155007197114,-0.01010199940360916,0.011614203674436987,-0.02492848112511136,0.010063100754100983,-0.0016609456606091247,-0.0060735145370665565,-0.0302827702605887,-0.014159487868528104,0.03273399123951848,1.8036095452420926e-06,-0.030174800308647616,0.0014762174653005797,-0.06047238605804082,-0.04195438111845639,-0.050222412426194005,0.029302715178653013,-0.10166581537192766,0.005402151122159182,-0.10035112799210949,0.008987936167843883,-0.024664278639823622,0.008206723845867472,0.0031514633189096085,0.02641730723946748,0.09654366601407266,0.009060477435970344,-0.010970359022320398,-0.045484921495456195,0.013926498711889274,-0.045974776245626583,-0.02723706246009592,0.005472760773011687,-0.038995566543292476,-0.008961067104489434,0.001851025522351541,-0.010744943990881025,-0.025988819149005027,-0.014400180800469448,0.024542559449540393,0.007527130157816077,-0.04156321680166068,0.033721422622544316,0.003310882774814127,0.0013830756329076498,0.005898348087645878,-0.055123945639466036,0.010352466598442774,-3.302065865100557e-05,0.009648967009309102,-0.058258856686534896,-0.06927659324576964,0.0036196904266294133,0.007868470631125592,0.010033295159418266,0.00646977404074053,-0.017475065660078726,0.013251600240685337,-0.026209649454897028,0.013572614250150314,0.005066854066344678,0.004061529553141204,-0.013402692558308739,-0.1012465068350226,-0.042922652901066484,-0.027245948425602476,-0.005512773201927552,0.003418604310151036,-0.013395832055376557,-0.04935603981616164,0.0006700331671791915,-0.0005440932850891143,-0.01933697888796109,-0.08596719137171288,0.02926687078588979,0.02567415310371749,-0.011251715626912583,-0.0033850824315692822,-0.04916853433784938,0.0017797936628933001,0.012882097810784235,0.008342301482087021,-0.05449591421105718
2019-01-04,0.007752663432788188,-0.00867349132465145,-0.007872057795008354,0.04207068657569839,0.0004862727739138764,0.021275015321913882,0.0023747678017507563,-0.0015505454062513637,-0.025918185330314862,0.007898600942138727,-0.015579813828209634,-0.017423511511455256,0.008568322615780045,-0.010163487982127361,-0.013874951816765875,0.008049046730164473,0.01329922700266096,-0.01759895987043273,0.003213963941381799,-0.03424562968085687,-0.008376279379276728,0.013693164623016264,-0.036267007737894895,-0.02161358867660531,0.01720977640038525,-0.010755037283082369,-0.04262747541900571,-0.014692750179524644,-0.002674339684757865,0.004022297277301274,-0.051773240543385904,-0.00659710379152237,-0.01505358800215396,1.565965286667769e-05,-0.016613437146546436,-0.002958075990119901,-0.01923452039909576,0.007808513191497866,-0.006102855608584039,-0.0020917264523967797,-0.004818391513286847,-0.021374618548351033,0.005910763948563047,0.006461706703773093,-0.009731912535503541,0.005857884166193543,0.006418605143919029,0.01811497839315741,-9.935533967955524e-06,0.014981720202908196,0.020475225064371837,0.0035204305773388128,-0.01944872704696834,-0.007583845110268682,0.009869910936793168,-0.034013433033893606,-0.0030689992756032813,-0.088047241630467,-2.8884849736461848e-05,-0.024082817768171685,-0.014023998953538968,0.014287693492490542,0.04127240115784131,0.071010836015292,0.003286373606288336,-0.006654152565610563,0.008013921575503402,-0.015115417446782431,0.017726025650431416,-0.0009898803299530554,0.007155357686247047,-0.05900395246834472,-0.008594925621172702,-0.00496444974361545,0.002863157553707507,-0.006044100350208901,-0.0007401491339060718,0.03697960479519792,0.0036558426466309518,-0.02654781668167861,-0.016425565982833644,0.030734566142852016,-0.011161735682070247,0.005514827475029772,-0.006371208900759033,-0.0013483758113109613,-0.0025494522430847258,-0.00975952765191729,0.027131256341165436,-0.01557090185225203,0.0035693369838146055,0.012650476333975555,0.01583407504976232,-0.0011944146064483767,-0.009559792140761495,0.02645389212936307,0.024689497157947906,0.007914954804401983,-0.01621230019857401,-0.013634380609864119,-0.018357655998825523,-0.01888581745859855,-0.06425593552713778,-0.043052373377275716,-0.00992919563521542,-0.010759688073700355,-0.00793919120793127,0.028205631501625965,-0.017604227406565774,0.020857220037458112,-0.00940524318642788,0.03262296942837915,-0.00809873456313089,0.035854953912077936,-0.026514544810620478,-0.015234425430355409,-0.05678590347461675,0.0031962671091131396,-0.002093334540119937,0.007316503847701559,0.018578008608637526
2019-01-07,-0.023247495014573006,0.005392932736639312,0.02975791404884094,-0.02656065472903831,0.012994372478101968,0.009050965217712545,-0.011347305657577737,-0.012461580771804108,0.009673631278358514,0.019482036436167898,0.000874768215362256,-0.008598322891083124,-0.015889555073445076,-0.02673697009767913,0.03471820358668476,-0.007575120143200038,-0.007695853252879824,0.0042540634289467485,0.021294580931444766,-0.017588468751436662,0.014417633419636375,0.01851465141573831,-0.009634674286390062,-0.0025689157365627138,-0.015204389196777517,-0.006858757848604788,-0.0011332486130507789,0.02274708006765473,0.008949904112760433,0.003596489175422339,-0.008528436894884493,-0.022206597734697877,-0.009911527102228385,7.096984711662676e-06,0.004622035362622632,-0.0335176058386316,6.821312992504463e-05,-0.00887153491115613,-0.017715749290179227,0.0026842310325618708,-0.01625974985814684,0.016750230338427062,-0.011013311017207586,-0.008526190574099632,-0.010455233967127716,0.039256369368832846,-0.0028715113891323823,0.0336946596198936,-4.9247070082411635e-06,0.028773927498984532,-0.0010460131638502714,-0.02656669408190499,-0.008460697358307867,-0.013572810955243179,-0.007097435839316886,-0.0016315388694153965,-0.017310560626777816,0.024214976042296357,-0.005495104650841013,-0.010382220143247583,-0.006538228618460214,-0.002004933968829499,-0.02350163159982582,0.0826957561536051,-0.009605538077898964,-0.009538315961501644,0.00041689147144795285,0.028526947361419763,0.02564283523528808,0.02364586674975143,-0.009678983457048996,0.08962273242502623,-0.026282916539039164,-0.00033063907007246457,-0.014379226046364029,0.011198138585772503,-0.006005353163068253,-0.013925275910261084,-0.006512470438768815,0.018987016145625896,-0.019523088119403707,0.0033121626047599166,0.024931105915487334,0.007245682578367088,0.015544420725431659,0.06337952933068258,0.006844119630727874,0.003848331925922131,0.004676260751635523,-0.006570984517979295,-0.005738395381166534,-0.0015801574158253332,-0.00526295056314226,-0.004637376281338327,-0.01053333248959526,-0.01025000550637677,-0.023581620338409444,0.03533641458054648,-0.008237618067420974,-0.005741626102527208,0.05720826777700613,0.03243112564351449,0.019948643513043405,-0.023612867629652267,0.0008548275790106674,-0.01278501635399968,-0.0011878541527311505,0.006543463477384123,0.016805965908911934,-0.001850677374467904,0.02204878100639515,-0.0015464124103502718,-0.0184803622147431,-0.01673810786306753,-0.015453182421043215,-0.00720740869505702,0.016647197892238504,-0.0108717560815585,0.011863809621733345,0.046746701441719246,0.008023208506330525
2019-01-08,-0.0006719363829620136,0.008353527595864654,-0.007024852910736994,0.007184725096330334,0.003643671360097815,0.0002296496600542247,-0.012080116477765412,-0.0025531210834436233,0.0013282986471144654,-0.009339494770805128,-0.001097819768506474,0.002019007578602594,-0.013068209484975182,-0.010073166934396815,-0.0010760749017601605,-0.01368091586146361,-0.004853729291409298,-0.0034875541553479354,-0.004866974438067585,0.0022807646574182243,-0.013354196245895325,0.005313485877580075,0.05355994775552633,0.0071335589403418755,0.006026421252182063,-0.004833673096655578,-0.0056770555355499675,-0.004751330194460377,0.007475681666031175,-0.0019318630605242512,0.0818308046658599,0.0016073339575628904,-0.04123448695828847,0.00039344273296920023,-0.006004394879068459,0.02283167136137419,0.08011823997392237,-0.011007928474804113,-0.01720032306726106,0.02905393727639045,-0.007587173261252593,-0.019269504588028067,0.005483188173394341,0.022120263260931604,0.002633164554241743,-0.007613848988310851,-0.003685636298036928,-0.0049044441695316335,1.1625390096577355e-06,-0.0067163578583999736,0.006222745227952877,0.019283074653819024,-0.0006643372514866247,0.010121985358196474,-0.0037731466063230996,0.018520264648465158,-0.0031678531071116386,-0.007475711635899976,-0.01559209261574209,0.0062826791309144635,-0.0062364761247462016,-0.010464683452247084,0.007253083262671573,-0.04920779328479453,-0.00017329853790550975,0.014594890207173214,-0.005765637056038706,0.0015797024767468062,-0.006080903331306754,0.006844452812585933,-0.0005620025711064012,0.007893731404683442,-0.010734332913362885,0.01877504549618915,0.009600878974089582,-0.006625671876695869,-0.0016513700933812366,-0.00294021163949217,-0.0010787988689123585,-0.009214566306755788,-0.011545954553790871,0.0034839500068100365,-0.03120359367647217,0.009204792820989424,-0.011079879390533148,-0.029802950024798363,0.016709572423612776,-0.00941205782995683,-0.01728241279877693,0.04831355181050466,-0.001822994774020489,-0.004586992861221676,-0.0002670391944070142,-0.004626875620720383,-0.02449553695252369,-0.006572685788941079,0.018410102471373136,-0.0011875916839177477,-0.0007443626154093357,0.020632359242083276,-0.010237119561464652,0.033964512825312196,0.03901614287462966,0.010827313885711645,-0.006190923658186803,-0.014976800161603934,-0.006014836366530904,-0.003673885840292806,0.04497320103196326,-0.010660471491877729,-0.025489223594324244,-0.02447168398071855,0.00977746135386348,0.006971380077771777,0.001411260178896623,-0.005112358537234367,0.013233437015496695,-0.006531078235490283,-0.013749622146405276,-0.015186586758744283,-0.015894052816795623
2019-01-09,-0.006759684176942752,0.011294706962251582,-0.007425987478775538,0.02142348273175056,0.02013276341051313,0.010263600478154741,-0.01191601519034039,0.0500136803378441,-0.01682884213093276,-0.0012066472254307068,0.0014575040730748837,-0.004120768094354949,0.0070853448325099416,0.009797908378984449,-0.029594951559550567,-0.011725748649200306,0.01999369487424858,0.01015150690344736,-0.02054351093742015,-0.00918675694041194,0.0018874452219696772,0.024524228399472034,-0.013920751966161521,-0.016790386916438502,-0.010879938916491427,-0.0077454977164537805,0.004749458717983525,-0.009934884873168886,-0.009986348316540074,0.010139289454727782,-0.07543588568075368,0.00964735697055701,0.019807409813218466,0.005935095872004176,0.003969795685917047,-0.01343037907246006,-0.05298108376795678,0.013928576120073172,0.043198431375490724,0.003107991407478306,0.014679629144353659,-0.010508964864375546,0.003972530925271951,-0.000779524181848976,0.0066256602213732325,-0.003230422469944901,-0.013549828796525252,0.0058880661167237565,-2.36545954084469e-06,-0.006872799314157926,-0.0033016766465813175,0.0080509434832021,-0.005567944776959847,0.0028071795164884474,0.009550713303818889,0.025718535482970366,0.024908786431256345,-0.0024651320204011847,0.006532991461326433,0.004626947487211948,0.013695310942822395,-0.012772407207423453,-0.007101532006278163,-0.03272512901496501,-0.0013852050740375639,0.023647982155708694,0.0073864199230836295,-0.010719179637651878,-0.00584776047088944,0.018742730449016358,-0.001345254213387875,-0.03963011292407465,-0.00799847224283591,-0.01240427828485711,0.0065184847267274896,-0.019653198915861893,0.011628155894677276,0.004725156876610686,0.00782153425566734,0.007777829024946435,0.0011900231218346436,0.008976961770041269,0.007498439962319341,-0.020141508791572907,0.00010749719486514372,0.08738404780634734,-0.0015640075044706606,-0.005612163066218952,0.032441272563427846,-0.01930905629938148,0.0021063492264237014,0.0008923219574576045,0.008062319702832844,0.014688435935889425,0.023916409489433042,-0.027143688150262586,0.023650194818921232,-0.007288430972759096,-0.0163176780140073,-0.016584348200978007,0.010521855262021413,-0.025295075989659112,-0.05128646414411977,-0.01968853446593894,0.003449369943448645,0.008641435033943769,0.003654942815091443,-0.0003203811891766407,-0.008715394422638583,0.00029948102874493004,-0.011682928666633093,0.01828628630845407,-0.006071550860365945,0.003246350571794219,0.0030933751030302625,-0.002961827689431515,-0.007013633611590456,0.009002715839931355,-0.005164711379869573,-0.011246558458928389,0.021599217142425978
2019-01-10,-0.038203316133910925,0.01987792815276909,0.029153050572928864,0.012935647827269246,0.0951855512044385,-0.025414135190120833,0.033542736465890934,0.00852365124136357,-0.012682458312302471,0.0034163990140918276,-0.0046918550042215025,0.0021452577555539005,-0.010457591949352732,0.000550877636715882,0.07222514950657986,-0.02001021520216303,-0.012581840696760644,0.005724440386618198,0.00364224691375189,0.05056312090005496,0.013177542521873295,0.029388216603966805,0.008979451457972494,-0.00397602746139771,-0.023513828656397843,-0.008387890632076775,-0.003275330799021022,0.008994008385213588,-0.006013634567096877,-0.011646504185676988,-0.012043250475183072,-0.016853823548690708,-0.0101069939392203,-0.004845592196580281,0.018402256226543193,-0.007269734766774871,-0.002540211358110537,0.006741657401873945,-0.02885586726708142,-0.014433223337565873,0.011066030076856713,-0.010961815099635496,-0.0002842985085838115,0.0014362630676980335,0.07587100824760626,-0.0075105478362836285,-0.011845192991289487,0.0016647938658035,1.2353114730611292e-06,-0.0009787399355620163,-0.029217432269301326,-0.0034749647490438748,-0.027846258117075893,0.0038312700914225873,-0.006227199079962046,0.09713319942625379,0.0074695823439305965,0.009612454525157408,-0.005085892133717733,0.019164460382742582,-0.008945017517883217,-0.013994119871565134,-0.013079077848117264,0.00023904226239103841,-0.013107820044920828,-0.005386603000118985,-0.023943678281188624,0.013395584487023137,-0.013357780618886516,-0.010190206032972366,-0.002212576505819535,0.009973593873254635,-0.04431411861227418,-0.006320748969300058,0.009839288975271478,-0.00885446535021591,0.0039344219514316206,-0.016223528722605945,-0.002647461315600586,0.03369787333806762,0.009175768270204625,0.027790415148961533,-0.019450140276161654,-0.007708943458506094,0.06242059596645533,0.09623599515199772,0.012867485018623588,-0.0031789615198396706,0.010359104348672382,-0.025601404500784096,-0.007620735016645306,0.004765813416063303,-0.006838711654765737,-0.0026360525169294652,-0.00602997957982652,0.004498280722868207,-0.012783151414953396,-0.02837192527952028,-0.002422006226080641,-0.005169280460306676,0.014938972591921444,-0.020397020867863686,0.0002005361970874007,-0.0036089224719077187,0.014484611660357295,-0.006395810048075523,-0.0016858783723288284,0.009098144455926093,-0.02042541414695633,-0.030573901056797515,-0.018888541226864775,-0.03129273857493123,-0.013207159051790238,-0.020339336569626682,-0.006983739246675662,-0.004903171858384865,0.06272258461192796,-0.0064267318940754966,-0.008286805735129086,0.022929063937725324,0.0062583411391547
2019-01-11,-0.008814360735802572,-0.00680293798843532,0.001103153895748238,-0.013647960404380184,-0.053223890962766696,-0.013824461987888932,-0.03010836055081605,0.006261276396571624,-0.01110892885086308,0.005573347508790891,0.013616175175247932,-0.004873719823099977,-0.007039769807189333,-0.0008739912304458938,-0.029884549674987528,0.0041846126747304485,0.008857431385197855,-0.009981000313363901,0.006811572665688373,-0.000422385509623174,-0.008916164621342088,-0.03329322950929584,-0.015821410082531854,-0.003949743280529316,0.0010625057158549138,0.008564720908614338,-0.01618805290637493,0.009503013860820586,-0.017546810336135914,-0.004365393553526802,-0.018826024681034323,0.0026214903399596513,-0.004499295514807963,-9.560308757020357e-05,-0.010449306668254381,-0.0067541137141448266,-0.0035370734665387286,0.017722622444217274,-0.015678350737168497,-0.028698345784659948,0.0032133773731292795,-0.08558420742945018,-0.000734719220442099,-0.0014414190757885091,0.03975255895622672,-5.886141157533273e-05,0.00046594711840698303,0.0037298025709275734,-2.7966274998219552e-06,-0.007942162930183842,0.0007809769473666353,-0.02351456046022854,-0.009919283475295138,-0.03454931924365592,0.0037099705490443624,0.08883008518266426,-0.008741746456122839,0.014023738009131282,9.81910199892264e-05,-0.006725193874759149,0.0014466123200882416,0.007196307786796979,-0.001345291612464845,-0.021751672306056735,-0.010005491549208288,-0.009136316288100375,0.010050757428913771,0.014464038997449503,-0.02746163470368443,0.00538590286957224,0.0016213337941529144,-0.02382892432694052,-0.023179786946552976,-0.00410946931550973,-0.00042937074439833707,-0.006668806954198707,0.019620395947492476,-0.003930664389708919,-0.0038819763730121755,-0.012622085428792599,0.00045576673261350597,0.02263011674103874,-0.005183140571875799,0.0026737656819789597,-0.017502921200968722,-0.02546985506450653,-0.006550881481225594,0.0053414003426249515,-4.57264539158296e-05,-0.00433392861515346,-0.0028718573678314374,-0.021280547526981906,0.0016250779473090287,-0.0019789741137837447,0.004005599231296017,-0.013974731641345823,-0.006963617133992082,0.01238436844644494,-0.0053781287067181435,-0.00670327502775463,-0.02108644260896676,-0.020066347192723284,-0.02165779524369633,-0.018605227531550247,0.01147123059316104,0.0011695812340085235,-0.02955629259135962,-0.00227617356322434,-0.14560150131988198,-0.014281781265371081,-0.006257037372139977,-0.02112169861190388,0.0002965317915639384,0.0043147624332764535,-0.006464623971690191,-0.0011238021030189247,-0.025188236226953004,0.0008936436136562432,0.03640511052524134,0.011629578754372332,-0.002469740279285531
2019-01-14,-0.014653398668609426,0.007904573358326481,0.03029220017351839,-0.02556771510121703,0.019750903291129034,0.018472051080520822,-0.004401871048929442,-0.003975721687760252,0.008921682235671424,-0.014851689859530523,0.006372709231045393,0.005854124702715926,-0.013425514034414214,-0.006218305625364528,0.007770568324708713,-0.02391351984166961,-0.00396184811853357,-0.038027865659157035,-0.03207326613775961,0.011162702148482674,0.016236007081905028,-0.002739259781759289,-0.013669441305068412,0.010616351810590504,-0.008734906023562358,0.028555666648231236,0.014813887984913853,-0.011667771633500799,0.014456444191305795,-0.0443944915428782,0.005091730148653199,-0.015144589436659472,-0.040470967165097516,-0.0004034463111216196,0.012439825335784527,-0.007360286277423603,-0.016397151117941593,-0.0012117095209798164,-0.002233786809498349,0.010090021574202666,-0.010608441726065213,-0.015598770529587802,-0.005683677537908852,0.011114744728358042,-0.03307059541164333,-0.018157136186433324,-0.018581386431816758,-0.005993485377226386,3.377259294937007e-06,-0.0066561804711499925,-0.06099263027499063,0.006670523508308164,0.009791817656216183,0.04244853856800895,0.001954283970231218,-0.09792950060059141,0.004142922434919765,0.018248569217442008,-0.003737074581066537,-0.02611200052261058,-0.002248678357705722,0.014019565462685485,-0.00031561868495956876,0.022773424334972595,0.003362631234634765,-0.006324233441797019,-0.0023430449712779243,-0.0012955172696792973,-0.0027206346637891113,0.010806117210251103,-0.0030900806743325874,-0.0054998629934603195,-0.10171023988733102,0.004498991475581286,0.01311580525966285,0.007272658863303637,-0.01422588759295,0.012332809153934964,-0.0030832439211198374,0.015093767024804776,-0.0239757897086718,0.02780717616110384,0.01864002977449382,0.0028592447890300114,-0.003870731935047265,-0.07877643258210647,-0.01538528839556014,0.0093885008061078,0.0009932698068952325,0.0016237698937555266,0.005209187803498298,-0.006213070188352911,-0.005060819890376706,-0.002890080081506673,-0.03954207117810081,0.0076043181146749185,0.0197388310157933,0.028042917833602445,0.01167975394075817,0.0200208542578813,-0.002564620794366168,-0.02865699355930738,-0.0015015997297420781,0.015764685578877228,-0.008151508907840811,-0.001962652152837051,-0.0002002295671515393,0.034027215481020126,-0.00044962716208112047,-0.006119181223123275,-0.05472237872844563,-0.024222130890168888,-0.010492134737263428,0.016035657431655876,-0.0038508286249953824,0.016317420222619467,0.010625398313130929,-0.004247018482769038,0.0011358260138723082,-0.010991261454487564,-0.025751700823059998
2019-01-15,0.004008170322982459,0.02620266405247219,-0.042040703677924354,0.02445559198367676,0.04022067549001487,-0.0015188931656526863,0.020191559986028628,0.024019404424366137,-0.005818274109455597,0.028546333563293988,-0.004353035236336201,-0.010676102858308782,-0.020032542936999416,-0.001842522804438218,0.019666481988881726,0.00015948378339426756,-0.006271596089983715,-0.016138917169907816,0.056631500583715196,0.01392764900980014,-0.027086881444583186,-0.008407854529448028,0.04983972238503809,-0.01730677121825225,0.014042726291805824,-0.012656372485330646,-0.019695053452595795,0.0016091333201936388,-0.013756054226794297,0.05931284328311353,-0.013940178402311402,0.06645161938442634,-0.01569765635185839,-0.00038738732347293105,-0.0026094750340270754,-0.03729437564977804,0.005503518278466526,0.0074213435577956685,0.006734025112781125,-0.006848439368587699,0.012259216995435545,-0.0053695775957013645,0.002104418697060815,-0.00651802974354076,-0.007720068769357737,0.011729457699118108,0.014818994074441205,-0.013706560754037561,-6.108424275151042e-06,0.009076654042494447,0.01901249509821038,-0.0007100988892788745,-0.014849626843818886,-0.012930390017239106,0.001633319209951024,-0.07290470128896837,0.014005098315812117,-0.051310466830072454,-0.0017473336074284663,-0.002638643536407819,-0.021299701461759916,-0.006798907757067528,0.0033652146034234692,-0.014505805144950746,-0.010582654402134633,-0.005580036684672965,0.00015527164975083672,-0.006741523552786347,0.005120649044947412,-0.00790032924475133,0.0028664507629042315,0.03540129559617417,-0.012124719905546592,-0.006096636995883392,0.013997323869810167,0.001529858092930775,0.041778949443916316,0.00742255543978357,0.001426318564647004,0.027386567186186032,0.010707308164997148,-0.00837103939850755,-0.0171404214186147,0.0060308637391097136,-0.025486038366356472,-0.030600545408673723,0.015959444303444984,-0.014702302505209966,-0.029585267321523973,-0.0389056406742643,-0.0024392848559217075,0.008025348504057762,-0.0067830033482077666,-0.003583182313940713,0.04492996006748301,0.0025801701143140236,-0.02083932700003874,-0.014169844885566754,-0.016328043644897823,-0.021082739404331273,0.007271573649125546,0.022311119507508408,0.022290266602140396,-0.011069908296267939,0.0263993661328874,-0.003046472146245542,-0.013711524715377928,0.0244220239172999,0.007792513660930501,-0.0006908299278904453,0.009576682551482947,-0.032334368952243,0.010835966579181034,0.011511577737819124,0.0074026672795744685,-0.01692830925788903,-0.010119501445977617,-0.0005654088479386737,0.012522634970894864,0.002714098845873095,0.020106357749635664
