,EV3,PB_LYR,EPS_TTM
600519.SH,1651410189857.9998,12.141797968863317,34.293014906179586
000596.SZ,61237469440.0,7.8962412210444795,3.8739600453137415
000651.SZ,342836502737.22003,3.112350262641521,3.4214937942175676
000876.SZ,136725366741.87,5.246220295450355,1.4237315357100049
0700.HK,3995148634362.6,8.27068319757371,9.767406815447742
002050.SZ,60893374689.96,6.553570847973438,0.49681583147494757
600276.SH,429183433844.55,17.323019664007404,1.2325846623123593
601901.SH,59600414099.8,1.5745338024750084,0.0970327856001827
600887.SH,178579708363.52002,6.834010845121071,0.956307091678972
600030.SH,283775315441.2549,1.905122393442845,0.931905987179226
000035.SZ,12593648712.03,1.1657678729653396,0.29368948688185303
600521.SH,36960268108.4,6.588715119787707,0.4950687071202392
002311.SZ,70278497758.18,7.719696943218294,1.1579407008968818
600529.SH,24709010532.91,6.388424798589173,0.8131151047083565
002508.SZ,30928693789.500004,4.5056733124539585,1.5965573390368768
002572.SZ,17937194947.08,3.2945211431562895,1.0456234395763881
600900.SH,375980000000.0,2.5147452402180552,0.9508178797581819
000661.SZ,123763464682.0,15.3090336880682,9.648202085198148
002831.SZ,21488916092.0,3.3778838655044434,1.1775388080876872
0968.HK,44453592700.0,3.135647569283041,0.2989756326264266
002695.SZ,11628020669.4,5.405393368009922,0.43186951657389183
000860.SZ,40678501676.76,5.472882881449835,0.9890282363724869
002475.SZ,253818118417.5,12.50543840878972,0.945624299575501
300015.SZ,144977565423.6,21.98614684708521,0.37438374589504964
002850.SZ,12140100000.0,4.874308448671799,1.094830326047619
002384.SZ,42301053319.409996,4.892487160364399,0.44285107311719496
601899.SH,96152599093.284,1.9880999084762667,0.17533357925434084
601888.SH,180955433417.92,9.097967894935387,1.1283527335387715
000034.SZ,17908448482.92,4.096031936840125,1.0448833551617165
002044.SZ,47039051688.0,6.429935410678473,-0.34353451198172036
002777.SZ,10064465245.029999,8.845516084222028,0.7031475321198554
601318.SH,1325074959535.3008,1.9815604523846448,7.108932375964722
600031.SH,172000517890.39,,1.2067126047391774
002353.SZ,24128342058.48,2.470715709123679,1.5382504445416563
600036.SH,875059508531.7765,1.5278638211528213,3.7836076203502373
603369.SH,42903900000.0,5.9536923054567,1.1136313264886408
600760.SH,48103371939.75,5.536675075526767,0.9122149468745756
002120.SZ,66632753987.24,4.949381473275922,1.0845591717759118
300369.SZ,17750136780.64,5.246689131569839,0.23830225671450217
300113.SZ,14212059802.8,5.557389430354582,-0.01105860133624233
300661.SZ,37162827029.25,33.31677230295992,1.8385904278134502
300601.SZ,86259583457.9,31.318915054105197,0.7396055073447636
300347.SZ,58311691202.2,13.80008789622659,1.2689490284674219
601128.SH,19158582915.75,1.1319383494485973,0.674255068697199
603986.SH,99332340037.65,19.009238416970454,1.6357135405640972
002891.SZ,4665261348.72,5.527685374210017,0.47309905191553026
000568.SZ,119582392140.64,6.161866479045309,3.30060831400158
000001.SZ,270712558862.09998,0.864943331944866,1.5096940892505355
000333.SZ,394279993853.95,3.8780686514941607,3.270702179141471
603799.SH,43128273067.54,5.566554542061713,0.2547023698054639
603368.SH,8559786490.639999,1.9575148602848298,2.740468026284485
603338.SH,30089702152.16,9.381063686909343,2.0615345757447714
300750.SZ,318186228776.0,8.34368331336983,1.9267877046713962
600511.SH,24046010546.260002,2.282035145228295,2.0535693009665157
300010.SZ,15282513787.2,4.563002578596389,-0.15901999331362987
000961.SZ,31161546479.159996,1.4534804577767484,1.1432451906932677
300751.SZ,9334000000.0,6.868938233116105,4.785916695576923
601966.SH,26484343056.08,2.4020888470431196,1.4622304359084202
300590.SZ,7223447699.999999,7.190758341439766,0.9567994099325037
603517.SH,33590328057.05,7.35468723832369,1.1220337259526487
300136.SZ,41990542526.1,8.904458825841118,0.868666802583696
600885.SH,24003664820.96,4.875289031222279,0.9255251165140708
601398.SH,1780078008132.7485,0.6792023839725265,0.8830176062857714
3808.HK,49200901300.98,1.6167077582571732,1.2074618047457737
600426.SH,28368946040.000004,1.993434431915713,1.3772793849297615
600837.SH,125382265715.40903,1.1785295718941637,0.698674935863394
002714.SZ,271828206102.6,11.763515700819013,4.892793344032382
0914.HK,343883276544.48804,2.06058616278966,6.125676632362758
002157.SZ,46186614125.729996,4.916990295582128,1.1838909826508668
600176.SH,30435046517.809998,1.945150476336893,0.5538017644238687
000002.SZ,291673296104.015,1.5782019309516746,3.4507455463569388
300760.SZ,323629171921.86,17.4058653155977,4.103198319761557
002643.SZ,14173386821.85,2.941372784366107,0.5824778928245405
300207.SZ,24964943116.21,4.3270123251901715,0.32801413071999713
002027.SZ,73389401400.0,5.3264061612376885,0.10715344851347977
603993.SH,73425040488.9996,1.9321536292932249,0.09182253913737055
002405.SZ,29776528920.6,3.817726661136534,0.11448270701881093
002236.SZ,52136873616.799995,3.3329188898130795,1.0620792495760287
600104.SH,237057431095.84998,0.9493613262690678,1.5811577911440287
000069.SZ,53070216505.049995,0.7732023257931763,1.4605720921475194
2382.HK,126905510290.0,9.056037707307985,3.6388741319799784
000858.SZ,554681783914.5,7.4663689932941955,4.799902619435164
601668.SH,217798721142.09003,0.7857162453754079,0.9673724966573427
600570.SH,83037340828.26,18.539410502813435,1.2115965759004133
002555.SZ,80181074418.12,11.406681287197761,1.131121914444839
002415.SZ,297545140560.64,6.626245236158396,1.3242081232498568
601601.SH,248750459608.0,1.507903960723433,3.3822555727212538
002202.SZ,41100160480.59979,1.4241899639117968,0.680735025261005
002142.SZ,157590267181.78,1.8253279389612245,2.5456995594732708
000708.SZ,81057123533.98,3.2108021986131026,1.306120092028302
300012.SZ,29039938109.28,9.227408787640794,0.26797659985322
000977.SZ,61636663008.83,6.196437079029677,0.6751009953772183
601012.SH,117686922818.4,4.259575083457792,1.731747323072669
000878.SZ,16741833816.0,1.9997089447677228,0.3631690932019523
002624.SZ,58933937491.8,6.193978501575448,1.2612444967250018
002367.SZ,6261573592.95,2.1244583477368835,0.28575698774020425
300014.SZ,65591374557.600006,8.684037340436634,1.6243151840561023
002078.SZ,22289248935.2,1.5275616699571897,0.9005000580853307
300450.SZ,34438105768.9,8.038474021932537,0.7555247028386655
2601.HK,272370422661.1773,1.1146305201567028,3.3822555727212538
300285.SZ,23361020680.75,6.396308896672956,0.5146672379921886
603659.SH,35122158854.700005,10.301517417040975,1.4130093311153011
600068.SH,30299435370.96,0.5767572455920708,1.1184783977328108
002705.SZ,24036171821.149998,5.590794266442394,0.901888101354795
601166.SH,340073502593.87,0.6281836533801352,3.234542361019067
603259.SH,170537005106.4557,9.88067173291983,1.0726699649343834
300271.SZ,22096366737.9,3.722004178992037,0.6121267980112494
000625.SZ,44962375375.0207,1.1649841409120543,0.016805489311811934
600406.SH,92438816360.0,3.0284910011648267,0.9394927655107851
600309.SH,147034334495.58,3.470730014119768,2.774513331436573
600536.SH,44016087598.0,19.366329260143036,0.0077713681657508955
600763.SH,40990617600.0,22.958250402178205,1.0910080237961577
002410.SZ,59010908587.200005,18.05041715758812,0.20582457661223935
002616.SZ,7426250271.44,3.0831616131566166,0.4042215266316928
000999.SZ,28466412000.0,2.2657405702017694,1.510839395729901
000725.SZ,133085136920.67139,1.4130492632298948,0.041195528040337145
600170.SH,28850248638.72,0.8728180714238412,0.3073558426679478
600585.SH,314061718802.55,2.350543182349443,6.118685561660962
601222.SH,9122317799.37,0.8864686338110411,0.38522191886193546
002456.SZ,42836171903.75,4.528715895741853,0.3344235233378781
0981.HK,88838799234.23999,1.8300835675277853,0.04293361545626747
603444.SH,29859721356.0,9.723159804094571,12.773239756785793
601658.SH,429352233681.8304,0.9066148786366074,0.7186483475809858
603806.SH,25727598000.0,3.942936158541996,1.71435836427478
002273.SZ,18447978229.8,4.011852915288249,0.42093917811310694
000157.SZ,52987807618.26352,1.3991705520101991,0.5582729982986758
002025.SZ,11879010000.0,3.918160567099443,0.9265072360839159
000913.SZ,4635137920.0,1.7178270724160665,0.5061207445274466
600466.SH,16890529795.999998,0.879103761352481,1.1531403349219136
300699.SZ,28892829000.0,8.902462719191027,1.0319383901417962
3690.HK,650263733470.7999,6.323719310332856,0.3842235196885993
600999.SH,112633101177.7416,1.4470379653200915,1.037841101259869
600690.SH,98107775497.73679,2.041316062514435,1.0852252794323745
603345.SH,24869187241.289997,9.064250217693251,1.676420755588256
300220.SZ,6545700000.0,24.70198627412322,0.05092372547619047
000895.SZ,142164856197.69998,8.622479579224409,1.6940348368151248
000028.SZ,16431854978.06688,1.3790154192028026,2.8494836234370213
600048.SH,189610208324.18,1.2152790981470125,2.348030181836773
600009.SH,132960132912.0,4.154429829271251,1.9302915146564696
603658.SH,58781601742.49,22.989213892488777,1.7329583335666299
603883.SH,22747174046.88,6.523141950106764,1.903003480599269
600674.SH,39046986057.6,1.4393122329596535,0.6206907850064793
002376.SZ,6756980880.3,1.8941547706778088,0.40131672538676844
300357.SZ,28221177600.0,22.203988989166625,0.5224139367704131
300037.SZ,17512101881.190002,4.967228001842703,0.956799931851685
603160.SH,109968406634.94,17.077366868477547,4.62193554989591
002466.SZ,27710384425.08,3.07697476170757,-4.464798510162264
603708.SH,22772412000.0,7.805753147991383,0.8096582383793557
600438.SH,62859964327.44,3.5762528456658225,0.5803371412488051
603377.SH,9219840000.0,5.22629528790116,0.29011834954081633
300003.SZ,70553455671.6,9.42878021108406,0.8567284678562824
600967.SH,16642873397.449999,1.813148585098799,0.3444489647474483
0268.HK,38884431949.28,5.8179915394883714,0.1119145679092421
600745.SH,128477052938.7,6.063277691997607,1.642362934001653
300529.SZ,49130145296.0,22.93154291784018,1.4944312913840847
300558.SZ,40645360000.0,16.5188795466805,0.7720527580049875
000538.SZ,116869629472.32999,3.0805348168347684,3.6163312746196663
300523.SZ,9875467733.1,6.502669923377441,0.437334596648544
2020.HK,183467701200.00003,8.18391340348963,1.9778285051080153
601688.SH,154635732430.68826,1.3570070916833534,1.003681664364055
300166.SZ,16434324102.2,2.9680147204388327,0.4768799514996582
300274.SZ,16068645735.5,1.869708571570829,0.6046487443599909
300379.SZ,13614712267.199999,8.224910891730701,0.3023305081853577
300724.SZ,22003570000.0,8.621236067064345,1.1668401838303968
002299.SZ,26864426464.079998,2.5448541702548133,3.327613452580057
000100.SZ,64124799528.060005,2.1295468425740403,0.16607994903687454
600050.SH,162573660279.88,1.1342825673323604,0.15319121172645583
2238.HK,104618591813.74327,0.8405846206205135,0.38649185381452794
300496.SZ,25740840453.15,13.434804817518541,0.6310538461865445
600720.SH,13196934794.0,1.940023891428918,1.5893828958430787
002304.SZ,150427542160.0,4.120305129840315,4.88671861746079
601211.SH,138741170543.35822,1.0806034328372731,0.8371544645855885
002821.SZ,43490591169.520004,14.280259821879914,2.4627219372684404
2269.HK,162353808864.0,11.375873393472473,0.779303330702794
002812.SZ,44778614812.0,9.839177005371527,0.9632430472861586
002841.SZ,50518787842.95,10.249947909165645,2.416031692859056
300413.SZ,84567931772.5,9.627651088589932,0.6842502115215721
601689.SH,25741701075.6,3.4901671385567425,0.43257349832978953
603043.SH,12055246130.56,5.506570075504624,0.8684156336734111
603008.SH,4529375573.46,1.7061076659968994,0.7736903436281904
300498.SZ,160407588319.4,3.555771782443128,3.072539162217569
600820.SH,17921347735.8,0.8162957162933496,0.6296497610355798
603501.SH,180461601684.06,22.767174450439047,0.9954790777227618
601799.SH,29882757654.719997,6.116922826616777,2.8210006463321324
600183.SH,73634789849.0,8.335469391568338,0.6760151150517952
300188.SZ,17411314961.54,5.880633134563483,0.32219966367060726
002531.SZ,10852016186.699999,1.8678537158753221,0.4454776717519877
000783.SZ,35610421661.64,1.273411097887062,0.23996749261224146
600984.SH,14881466152.35,3.9178182791730123,0.4474291369863743
002185.SZ,36880450798.04,4.747675051191519,0.12145682752260327
000049.SZ,9841892555.0,4.477291950619802,2.3240570569356316
002123.SZ,12986751701.2,3.1091988306544964,-0.3709264029164497
300569.SZ,3483770230.08,1.69521068072287,1.1819018165612625
6169.HK,23744841701.13,5.8587313429824635,0.05144176934824
002271.SZ,61017531172.39,6.264631516145985,1.3183873368399897
300253.SZ,42461045309.020004,11.373502132960432,0.21488994600825084
300782.SZ,64750000000.0,38.018749502923605,6.0720325251
002127.SZ,37117640493.36,7.6393754104861396,0.4939500247215291
300036.SZ,11804851257.42,5.54746649113353,0.48992135516956925
300009.SZ,17949600254.15,6.833574287433017,0.13283251889259456
300662.SZ,6961540530.0,8.082401374231061,0.840365370926067
002332.SZ,12744511229.06,4.3326206127835665,0.4580956822723527
002603.SZ,39060631674.350006,4.916741375126443,0.6281443258499939
600584.SH,42828808109.6,3.391727753331308,0.16780346521253497
688111.SH,126715070000.0,20.880513168424933,1.004582354859002
002343.SZ,3975328871.8199997,2.423119534023483,0.30127746485129797
002460.SZ,59458137322.3552,7.680875293052027,0.08747380435324563
1888.HK,23446410000.0,1.253723379965438,0.77969717624148
0005.HK,818307464875.6,0.5711988905000298,0.17495990950267698
601998.SH,226747371965.63867,0.5224654240425123,1.006481646924886
603068.SH,10884851012.98,8.623929748131804,1.8141324610762204
601818.SH,183259903189.2116,0.6051239003669441,0.7325678961363492
000338.SZ,112659812603.828,2.5227590503865596,1.081165599597673
002818.SZ,8601347013.0,1.733426799841485,1.0250940787439546
601717.SH,8778322548.42448,0.7714196469268808,0.6142666414048735
600895.SH,20566597224.0,2.2101354910929945,0.4592863934737598
601066.SH,233334156022.0841,4.759571482231983,0.7800513395307432
000623.SZ,18108462018.78,0.8138818034851756,0.9348400755287722
002174.SZ,17511814044.99,3.5385043956041016,0.5029159927772708
601916.SH,83087026709.79999,0.7835622121776605,0.6120004500446876
300440.SZ,5367040000.0,4.139035319333371,0.2914211426116071
600801.SH,46751182025.394,2.718519777560688,2.7117931809644236
300326.SZ,18580491758.1,6.760709233318342,0.3871818243599407
603096.SH,8574467960.0,4.492756514336157,1.7956420875336272
002563.SZ,19834240335.0,1.6859043565129344,0.45207409575139645
000513.SZ,35690321402.36563,3.4839277210169466,1.3971687992187625
1193.HK,93853343156.20001,3.502586770881923,2.267737325518383
0006.HK,107566787361.59999,1.2582088073925044,3.3412023247642533
002627.SZ,3149654636.39,1.4267147646514036,0.1730783167764745
002241.SZ,67368357960.48,4.18250906663993,0.4226185592838211
601088.SH,303449937211.89996,0.885902151546716,2.0347296265186574
000631.SZ,7200256737.28,1.1063038881078044,0.19618162737125036
300146.SZ,30130658228.16,5.028335028278479,-0.20143256509123517
600038.SH,25901606901.039997,3.16841879924677,0.95225606500461
2388.HK,254275365397.30002,0.9120906418156774,3.0440432119352248
300416.SZ,4619126344.89,5.468831882711218,0.6100871763946543
600703.SH,98086119518.40001,4.51069004972874,0.2620923729235307
603233.SH,37865386230.35,8.930718040840164,1.4606072547564606
688029.SH,24471890200.0,9.887576365292496,2.1526476230688467
300251.SZ,32152348414.72,3.5985459363497765,0.3018345845005398
603678.SH,11461501854.0,3.6818963567510012,0.8349808382980871
000656.SZ,43465286742.240005,1.5882324068415419,1.0899682602921503
000063.SZ,180230218233.68103,6.798479391086816,1.0981946271966205
002607.SZ,161092472040.68,46.944577329229865,0.2942340670974828
600546.SH,20716666663.0,2.455475290933875,0.5837017974026906
600298.SH,32040267063.840004,6.370037256721829,1.1744544008949376
002138.SZ,18658206711.56,4.223486033515923,0.5112929045640948
300451.SZ,18464195559.68,7.129766790142672,0.279314678404445
002439.SZ,38762396967.840004,8.883737891251398,0.695642962814149
1787.HK,115671834376.83427,2.7277679463734392,0.4830107612655907
603899.SH,48484000000.0,11.539687149193346,1.1214586828152175
300630.SZ,20814835708.5,18.163961245014143,1.0959449440639817
2313.HK,137319365965.95,4.886609831183642,3.389522408772359
