manager,山西省,湖北省,河北省,云南省,广西壮族自治区,海南省,湖南省,贵州省,山东省,重庆,河南省,浙江省,北京,陕西省,安徽省,江西省,香港特别行政区,上海,新疆维吾尔自治区,黑龙江省,江苏省,福建省,吉林省,天津,广东省,甘肃省,内蒙古自治区,四川省,辽宁省
郭睿,0.0,0.0,,,,,0.0,0.8346835410410731,0.06778906798765799,0.0,0.9770739468309496,0.6153654145489135,0.2585736808151709,0.0,0.3030883844566472,0.0,0.0,0.0,0.0,,0.07528494541721144,0.0,0.0,0.0,0.2650449841027805,0.0,0.0,0.09863811004894113,0.0
程彧,0.0,0.0,,,,,0.0,0.5001426245494652,0.0,0.0,0.0,0.0,0.3268606925641294,0.0,0.18077017243188417,0.0,0.6420996733340844,0.0,0.0,,0.0,0.0,0.0,0.0,0.2995983362715326,0.0,0.0,0.0,0.0
李双全,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.3230893366404699,0.06582728559617022,0.0,0.0,0.0,0.0,0.0,0.0,,0.21747072158949632,0.0,0.0,0.4389859291606017,0.3119862628082424,0.0,0.0,0.0,0.0
董梁,0.0,0.0,,,,,0.0,0.0,0.05260428733768024,0.0,0.0,0.0,0.0,0.05227426569157055,0.0,0.0,0.0,0.033889789099496304,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3560920259801236
潘明,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3396365492997428,0.0,0.0,0.0,0.0,0.3585272674092059,0.0,,0.0994361249027456,0.0,0.0,0.0,0.007655291208351992,0.0,0.0,0.0,0.0
陶灿,0.0,0.0,,,,,0.0,0.8812611962419292,0.0,0.0,0.0,0.6071730367193338,0.2525180857143842,0.0,0.0,0.0,0.0,0.0,0.0,,0.5472760377511207,0.8692772827477993,0.0,0.0,0.13908777723435656,0.0,0.0,0.0,1.0
李亚,0.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.37554004155890747,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3401711109984159,0.0,0.0,0.1392345439401897,0.0,0.0,0.0,0.0
范妍,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.21211893238374668,0.0,0.03688439287081896,0.0,0.0,0.0,0.0,0.06395742153363587,0.0,,0.0,0.536138845716706,0.0,0.0,0.2503835703805449,0.0,0.0,0.0,0.0
刘伟林,0.0,0.0,,,,,0.6260655364878602,0.8431430670292421,0.0,0.0,0.0,0.6341525711162914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8369859187999443,0.0,0.9615574061070472,0.0,0.3697723762281772,0.0,0.0,0.887884210767049,0.0
袁芳,0.0,0.25324974349445384,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.480703396583982,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.740280292702426,0.0,0.0,0.3257827629272888,0.0,0.0,0.0,0.0
史高飞,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.08819639150593303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
周大鹏,0.0,0.0,,,,,0.32796192428149074,0.6434119916315478,0.0,0.0,0.0,0.0,0.02172240627684396,0.0,0.0,0.0,0.0,0.03767426253012416,0.0,,0.5053715064062131,0.0,0.0,0.0,0.0,0.0,0.0,0.484759067831496,0.0
应帅,0.0,0.5383465692888132,,,,,0.0,0.9900132743933087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.19305484966855113,0.0,0.0,0.0,0.21365364432689732,0.0,0.0,0.0,0.0
杨威风,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0461885744052787,0.0,0.0,0.0,0.43958289751058033,0.0,0.0,,0.13365290873652746,0.0,0.0,0.0,0.05566820324029943,0.0,0.0,0.0,0.0
王筱苓,0.0,0.0,,,,,0.0,0.8601153884156219,0.09239768017446502,0.0,0.5283831114008911,0.18272759162004082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.08379812498587214,0.0,0.0,0.0,0.7678240965574505,0.0,0.0,0.4983419475826739,0.0
徐治彪,0.0,1.0,,,,,0.7436821324155998,0.0,0.10061710007097756,0.0,0.0,0.2320162006572809,0.0,0.0,0.37897240390332626,0.0,0.0,0.09469437999415013,0.0,,0.23983540943107168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
刘斌,0.0,0.0,,,,,0.0,0.00743752658100602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05294673923381012,0.0,,0.0,0.0,0.0,0.0,0.06419249087381847,1.0,0.0,0.0162123221881718,0.0
饶玉涵,0.0,0.0,,,,,0.0,0.6673372598043641,0.11143657807345626,0.0,0.0,0.6148670220926347,0.06098487941132164,0.0,0.0,0.0,0.0,0.06395742153363587,0.0,,0.31665382094103633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
姚志鹏,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5579518030149349,0.0,0.0,0.2353282120022897,0.0,,0.4509498666693889,0.9933342481527111,0.0,0.0,0.043479475439032286,0.0,0.0,0.14050965100855328,0.0
张琦,0.0,0.33260892396933245,,,,,0.0,0.0,0.5426711091987629,0.0,0.0,0.0,0.4656115564581323,0.0,0.0,0.0,0.0,0.1455828968358644,0.0,,0.0,0.0,0.0,0.0,0.14358554285630787,0.0,0.0,0.0,0.0
李威,0.0,0.0,,,,,0.0,0.9931359787609707,0.0,0.0,0.0,0.16426550966640874,0.2510139614470411,0.0,0.0,0.0,0.0,0.0,0.0,,0.30276220775366536,0.40726416304467783,0.5156749589250289,0.0,0.2580107116057868,0.0,0.0,0.5859963179801491,0.0
张自力,0.0,0.0,,,,,0.0,0.6333466506858435,0.0,0.0,0.4837709289398234,0.24339464141035944,0.0,0.0,0.0,0.2671225071225071,0.0,0.0,0.0,,0.3270862029614927,0.0,0.43979704532904296,0.0,0.3843804983793347,0.0,0.0,0.3281811736724146,0.0
张继圣,0.0,0.0,,,,,0.0,0.0,0.3256912955056139,0.0,0.0,0.3648821563061572,0.0,0.7712594401603334,0.0,0.0,0.0,0.0,0.0,,0.655918063472225,0.0,0.0,0.0,0.03546446612590048,0.0,0.0,0.0,0.0
张林,0.0,0.0,,,,,0.0,0.0,0.45026239624591324,0.0,0.0,0.0,0.3944301404424287,0.0,0.0,0.0,0.0,0.31713313127941756,0.0,,0.21530651456938626,0.0,0.0,0.0,0.2449211843449993,0.0,0.0,0.0,0.0
何珅华,0.0,0.33260892396933245,,,,,0.0,0.875095691621667,0.0,0.0,0.0,0.6303818714512343,0.0,0.0,0.3030883844566472,0.0,0.0,0.0,0.0,,0.21086872348974006,0.0,0.0,0.0,0.31112199386115497,0.0,0.0,0.679911265608562,1.0
韩林,0.0,0.0,,,,,0.0,0.0,0.4707760088556434,0.0,0.0,0.6524288961477831,0.0,0.0,0.7887517050820189,0.0,0.0,0.0,0.0,,0.08117234685938414,0.04108334501716777,0.0,0.0,0.24428147060669014,0.0,0.0,0.0,0.0
林景艺,1.0,0.3105211707963386,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.011425525538444937,0.0,0.0,0.0,0.1068107057609048,0.0,0.0,0.22322759914009963,0.0
沙炜,0.0,0.4922725179553883,,,,,0.0,0.0,0.13076784459963886,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05137839889318956,0.0,,0.18438635470390544,0.3378621864382004,0.0,0.0,0.29288768113762026,0.0,0.0,0.0,0.0
金笑非,0.0,0.0,,,,,0.6069071150847908,0.0,0.0,0.0,0.0,0.46627392345985524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.9103560368469371,0.0,0.974077602721515,0.0,0.11784270563025447,0.0,0.0,0.0,0.0
贺宁,0.0,0.0,,,,,0.6260655364878602,0.0,0.0,0.0,0.0,0.5545374859956694,0.09346039426914854,0.0,0.9368892308768494,0.0,0.0,0.3814314963653623,0.0,,0.0,0.0,0.0,0.0,0.035380231061937696,0.0,0.0,0.0,0.0
杨柯,0.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.13300479385241376,0.0,0.0,0.2600959592096001,0.0,0.0,0.09863811004894113,0.0
姜锋,0.0,0.0,,,,,0.0,0.0,0.09927293990445614,0.0,0.0,0.3235985096324085,0.1234888323372918,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.7600732054376067,0.0,0.0,0.0060322620294977446,0.0,0.0,0.023114965924164114,0.0
吴国清,0.0,0.0,,,,,0.0,0.0,0.11953095981494355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.1465369933755139,0.0,0.0,0.0,0.0
