manager,山西省,湖北省,河北省,云南省,广西壮族自治区,海南省,湖南省,贵州省,山东省,重庆,河南省,浙江省,北京,陕西省,安徽省,江西省,香港特别行政区,上海,新疆维吾尔自治区,黑龙江省,江苏省,福建省,吉林省,天津,广东省,甘肃省,内蒙古自治区,四川省,辽宁省
谢泽林,0.0,0.0,,,,,0.0,0.5182885913248187,0.0,0.0,0.0,0.0,0.19656995270288136,0.0,0.0,0.0,0.0,0.0,0.0,,0.1941179944917723,0.0,0.0,0.0,0.3023134128867615,0.0,0.0,0.0,0.0
杜洋,0.0,0.0,,,,,0.0,0.0,0.0,0.5477178423236515,0.0,0.3306680532094069,0.0,0.0,0.0,0.0,0.0,0.0,0.8741818568033668,,0.03328124555655777,0.0,0.0,0.0,0.015577470042830948,0.0,0.0,0.0,0.0
鲍无可,0.0,0.0,,,,,0.0,0.0,0.5426711091987629,0.0,0.0,0.0,0.0,0.0,0.18077017243188417,0.0,0.43958289751058033,0.0,0.0,,0.0,0.0,0.0,0.0,0.012378256695183385,0.0,0.0,0.023114965924164114,0.0
陈一峰,0.0,0.0,,,,,0.0,0.0,0.40799214466179023,0.0,0.0,0.6621363538735708,0.13080016421173193,0.0,0.2920779266202651,0.0,0.0,0.0,0.0,,0.0,0.0,0.8245987946796834,0.0,0.45441808612777435,0.0,0.0,0.0,0.0
杨琨,0.0,0.0,,,,,0.0,0.7050227898564733,0.0,0.0,0.15545301803044362,0.3307426876870526,0.3099105460040087,0.0,0.0,0.0,0.0,0.0,0.0,,0.6478336418981147,0.0,0.0,0.0,0.10745385766509001,0.0,0.0,0.0,0.0
李佳存,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.18652077360104544,0.18314886178275228,0.0,0.0,0.0,0.0,0.0,0.1110004539932565,0.0,,0.0,0.0,0.749777581587505,0.8695617014394307,0.022845537819394864,0.0,0.0,0.0,0.0
赵伟,0.0,0.0,,,,,0.6069071150847908,0.0,0.0,0.0,0.18652077360104544,0.5185105943641017,0.04771799739883097,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杨鑫鑫,0.0,0.0,,,,,0.0,0.0,0.13135442065041908,0.0,0.5084886024525417,0.0,0.0,0.0,0.0,0.304957264957265,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.09653037490620256,0.0,0.0,0.0,0.0
光磊,0.0,0.0,,,,,0.6928350463205256,0.0,0.11953095981494355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.11204000574594047,0.0,0.9597456760497125,1.0,0.06261802578796316,0.0,0.0,0.0,0.0
王鹏,0.0,0.7588847865954645,,,,,0.0,0.0,0.0,0.0,0.5063263981186594,0.4947959037281579,0.086751632055326,0.0,0.0,0.3246976891421334,0.0,0.0,0.0,,0.0,1.0,0.5391950669130028,0.0,0.2145075987763568,0.0,0.0,0.0,0.0
黄安乐,0.0,0.0,,,,,0.44731297111714535,0.0,0.0,0.0,0.0,0.42036874407588826,0.45729747507213003,0.0,0.9069217585953622,0.0,0.0,0.20239485928900708,0.0,,0.15954245396867298,0.0,0.0,0.0,0.053498935457890646,0.0,0.0,0.0,0.0
王晓宁,0.0,0.0,,,,,0.0,0.6140498068983887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.33180618680285784,0.0,0.0,0.0,0.6398536286832424,0.0,0.1299145174572405,0.24497552943328896,0.0
贾成东,0.0,0.5383465692888132,,,,,0.5817836073838836,0.0,0.0,0.0,0.0,0.9434585782795427,0.0,0.0,0.0,0.0,0.0,0.3585272674092059,0.0,,0.0,0.0,0.9266164108996952,0.0,0.3003345335397379,0.0,0.0,0.0,0.0
许杰,0.0,0.319957343329644,,,,,0.0,0.0,0.2489785486012276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.06542496990308466,0.060428791752306664,0.0,0.4389859291606017,0.01478755143281265,0.0,0.0,0.03168023601518547,0.0
齐海滔,0.0,0.0,,,,,0.0,0.0,0.4595758999988967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722441442944891,0.0,,0.5688152935351609,0.0,1.0,0.0,0.01670626287700563,0.0,0.0,0.0,0.0
杨瑨,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.42603681801709453,0.6116496034424667,0.0,0.0,0.0,0.0,0.3020113875146471,0.0,,0.08441865738954925,0.0,0.0,0.0,0.16773221157441354,0.0,0.0,0.0,0.0
朱睿,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.058526195436352395,0.437004244960787,0.0,0.0,0.028787333109279528,0.0,0.0,0.0,0.0
李孟海,0.0,0.25324974349445384,,,,,0.0,0.0,0.20858938573167546,0.0,0.0,0.023566250952626176,0.040103080809881224,0.0,0.0,0.0,0.0,0.0,0.0,,0.2365869113601181,0.0,0.0,0.0,0.018653983845777627,0.0,0.0,0.0,0.0
毕天宇,0.0,0.0,,,,,0.0,0.748931819451067,0.31331067936171697,0.0,0.0,0.20150977255557573,0.5228568241589034,0.0,0.9491518309957679,0.0,0.0,0.33082470656424007,0.0,,0.0,0.0,0.0,0.0,0.16430307088380627,0.0,0.0,0.0,0.0
蒲世林,0.0,0.0,,,,,0.0,0.0,0.6689688397562492,0.0,0.0,0.23908823205020077,0.0,0.0,0.0,0.0,0.0,0.1455828968358644,0.0,,0.0,0.0,0.0,0.0,0.3423413995569923,0.0,0.9515125235933275,0.0,0.0
何晓春,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27912869183547856,0.0,,0.0,0.0,0.0,0.0,0.3255322065890729,0.0,0.0,0.0,0.0
