0,福建省
1,山西省
2,湖南省
3,陕西省
4,香港特别行政区
5,新疆维吾尔自治区
6,贵州省
7,四川省
8,浙江省
9,重庆
10,江西省
11,湖北省
12,上海
13,北京
14,安徽省
15,广东省
16,河南省
17,吉林省
18,江苏省
19,内蒙古自治区
20,山东省
21,云南省
22,辽宁省
