,0,1
0,0,福建省
1,1,山西省
2,2,湖南省
3,3,陕西省
4,4,香港特别行政区
5,5,新疆维吾尔自治区
6,6,贵州省
7,7,四川省
8,8,浙江省
9,9,重庆
10,10,江西省
11,11,湖北省
12,12,上海
13,13,北京
14,14,安徽省
15,15,广东省
16,16,河南省
17,17,吉林省
18,18,江苏省
19,19,内蒙古自治区
20,20,山东省
21,21,云南省
22,22,辽宁省
