,EV3,PB_LYR
600161.SH,36713282261.84,9.320700167512484
600862.SH,21592261158.5,5.164441011858826
002206.SZ,4121606533.65,1.4735582646074168
002497.SZ,7717892790.300001,2.726191811409687
603579.SH,4362400000.0,2.67797555617068
600660.SH,49619903883.194244,2.4238413915798747
600136.SH,4951719736.81,1.1509646945416299
002690.SZ,29689920000.0,12.45634245542464
002709.SZ,14969036816.81,5.368522958932726
601231.SH,40372793671.8,3.9289902402521046
002434.SZ,13266000000.0,2.151919734484651
600884.SH,12462691344.6,1.0541429208991189
002020.SZ,7596658560.0,2.055328609293008
0743.HK,14007647940.0,0.8796933490374129
600598.SH,31020514412.05,4.666017991104154
002430.SZ,11430554757.449999,1.977617408991661
688023.SH,20007407657.5,12.904953438529333
600640.SH,14211129488.4,3.130290966631519
603129.SH,5583414210.0,5.367023742119624
002223.SZ,35076667745.71,5.778145842057997
002301.SZ,11245187916.68,3.3493238710511166
600993.SH,7228773752.07,2.8271346503220482
600578.SH,19565529925.3,0.8277451257429381
000739.SZ,21967677890.88,5.830083578063135
002191.SZ,13213131459.0,1.9077336541295233
002414.SZ,40498609989.5,11.461358553330438
002318.SZ,6042261788.0199995,1.7666571987593114
601288.SH,1181649288400.1077,0.6406048501252691
300360.SZ,4667520866.91,2.1406198559979677
600985.SH,18487228119.85,0.9711474930688831
002250.SZ,15438002315.76,2.6143550060930427
300330.SZ,1488480000.0,3.99990600478864
300693.SZ,2571417681.91,3.883233998029726
300418.SZ,23595145022.73,5.029407161470388
600004.SH,29342964888.52,1.8014224940966987
000166.SZ,105214578432.0,1.348204401965767
603712.SH,20836280000.0,8.144670588681596
002100.SZ,17294540958.260002,3.7655749594515666
0921.HK,13326654788.542173,1.046924705143057
300142.SZ,65479441148.560005,13.45883729395667
1109.HK,221059126949.0,1.1408401842872256
300394.SZ,10269305613.300001,8.780463767300947
603679.SH,4768546880.0,7.006254652258687
300753.SZ,3324920000.0,4.926672859898414
603596.SH,11407023120.0,5.081689894480265
600893.SH,55953631471.5,1.9502866548718465
000066.SZ,39091230407.549995,4.712182732152096
300788.SZ,8617666659.8,5.056927970013966
688008.SH,114517935789.04,15.62377114203102
300349.SZ,6664225602.05,1.8086831151734366
600271.SH,32445256660.700005,2.721587301021771
300559.SZ,8925505617.449999,9.255544946644829
600066.SH,29268276528.06,1.6686282442314695
002851.SZ,9952503367.199999,5.169544709473674
688016.SH,14978652390.699999,14.051664357752427
600196.SH,81108533070.4,2.6924333322620564
002139.SZ,5776565960.34,2.3010680238495644
002920.SZ,24381500000.0,5.783554523677465
300573.SZ,7426943000.0,13.063780091054896
002222.SZ,4847850000.0,5.002000743496932
1658.HK,470121138842.22845,0.7131641665323704
002484.SZ,7871158324.119999,2.295591055783091
600019.SH,108683886050.0,0.6104014870105313
000887.SZ,9522481644.0,1.08135993634162
603232.SH,5117509600.0,7.71026743840208
300327.SZ,9069252633.0,9.3824803756414
000581.SZ,19735131784.9,1.2500237238442378
300133.SZ,13553800971.72,2.579395438833615
000550.SZ,8010450418.4,1.0139917064349995
002817.SZ,1875538800.0,2.5883558432245346
600971.SH,5976024322.320001,0.685454140946027
0813.HK,109845506257.2,1.485134470244911
600926.SH,50228797659.04,0.8030877176975015
300019.SZ,3034370890.67,3.4035846303191906
300776.SZ,8576431954.999999,5.881705146334873
600261.SH,5329217753.099999,1.427055579087483
000807.SZ,12637954486.24,1.1573569170114864
600548.SH,19531445021.300003,1.1334353739966412
002234.SZ,7276303364.88,2.6586053880197396
300736.SZ,1152952879.2,4.254139668547303
002457.SZ,2425342080.0,1.231505568988193
300719.SZ,2441097600.0,2.49223833552986
002400.SZ,9344287006.08,1.737190396604953
300487.SZ,5908679252.400001,4.684406688619002
603611.SH,5377470665.400001,3.3469841787787096
603801.SH,5795500692.0,3.0041018171072964
0270.HK,103166822323.2,2.5067038187116952
300685.SZ,12704832990.0,14.083539106296667
601989.SH,95768548360.8,1.1174900564129988
1951.HK,24295150343.960003,2.8913837087315932
000915.SZ,6350383243.5,3.6683276425173363
300673.SZ,4289720820.0,4.180591458557123
600556.SH,29928285810.149998,31.0635162481591
600114.SH,6281671528.23,2.3725566515656564
300088.SZ,24230313649.5,3.843496556394573
300035.SZ,4744190993.36,2.4587018478456506
2338.HK,123357363134.88525,2.34784188499303
600258.SH,15546759421.880001,1.7376229127216374
002557.SZ,25831650000.0,7.068852538260507
2688.HK,100003474485.79999,3.4630088284710805
601808.SH,48800485985.664,1.6912344099261638
600567.SH,13832529178.439999,0.9598734598835594
002859.SZ,11114210000.0,7.0138851475919415
603103.SH,10166226000.0,4.258499310731862
000823.SZ,6749662620.0,1.9090979487342876
000968.SZ,7672296093.8,1.7631462325368077
000042.SZ,6389027245.79,0.8455365252977775
0285.HK,38845245580.0,2.0481385199913142
603583.SH,9356117242.5,5.293382088823779
002798.SZ,11602711398.960001,3.180110982550352
300119.SZ,7843128247.570001,3.6962035081581135
002327.SZ,6314248936.1,1.77157916393119
002080.SZ,21412856931.84,1.8269674675204544
3988.HK,1041834913052.3987,0.41442246037896036
1810.HK,269434585414.4,2.9675692799427575
600977.SH,25204500000.0,2.1016215591496694
603516.SH,5272030029.0,6.331828164096421
002088.SZ,3352977845.91,1.5212575149623033
1776.HK,103595120275.07079,0.6165792227436
3328.HK,391064100609.1782,0.44084385288199607
002440.SZ,10883730000.000002,1.2402624661712818
601988.SH,951486989392.4945,0.5500789585866509
300428.SZ,8392137861.03,2.1922219829080007
600325.SH,14333576800.32,0.7254892576678434
000031.SZ,22374555629.579998,1.1526753816168993
000933.SZ,7506975000.0,0.9646899706433295
002380.SZ,3350283420.0400004,1.5165723430302316
600693.SH,4248623870.0400004,1.699493751542569
603937.SH,2579668000.0,1.8187121668351458
300211.SZ,2194400804.25,4.582537426900627
