,PROVINCE,EV3,PB_LYR,EPS_TTM
300037.SZ,广东省,23.586158014942992,4.967228001842703,0.956799931851685
603160.SH,广东省,25.42345894907581,17.077366868477547,4.62193554989591
002466.SZ,四川省,24.04507306887844,3.07697476170757,-4.464798510162264
603708.SH,山东省,23.848815640265748,7.805753147991383,0.8096582383793557
600438.SH,四川省,24.864175300823465,3.5762528456658225,0.5803371412488051
603377.SH,北京,22.944623520785164,5.22629528790116,0.29011834954081633
300003.SZ,北京,24.979636495925178,9.42878021108406,0.8567284678562824
600967.SH,内蒙古自治区,23.535247937567192,1.813148585098799,0.3444489647474483
0268.HK,广东省,24.38385980050725,5.8179915394883714,0.1119145679092421
600745.SH,湖北省,25.5790161489825,6.063277691997607,1.642362934001653
300529.SZ,广东省,24.617738640500978,22.93154291784018,1.4944312913840847
300558.SZ,浙江省,24.428150521283726,16.5188795466805,0.7720527580049875
000538.SZ,云南省,25.484324872460594,3.0805348168347684,3.6163312746196663
300523.SZ,北京,23.013319511989106,6.502669923377441,0.437334596648544
2020.HK,福建省,25.935304473689676,8.18391340348963,1.9778285051080153
601688.SH,江苏省,25.764338074664654,1.3570070916833534,1.003681664364055
300166.SZ,北京,23.52263791770429,2.9680147204388327,0.4768799514996582
300274.SZ,安徽省,23.50013574030709,1.869708571570829,0.6046487443599909
300379.SZ,北京,23.334416829334312,8.224910891730701,0.3023305081853577
300724.SZ,广东省,23.814470549867206,8.621236067064345,1.1668401838303968
002299.SZ,福建省,24.01406881208412,2.5448541702548133,3.327613452580057
000100.SZ,广东省,24.88409701416439,2.1295468425740403,0.16607994903687454
600050.SH,北京,25.814397030039533,1.1342825673323604,0.15319121172645583
2238.HK,广东省,25.37358711478819,0.8405846206205135,0.38649185381452794
300496.SZ,北京,23.971344690218867,13.434804817518541,0.6310538461865445
600720.SH,甘肃省,23.303250426997465,1.940023891428918,1.5893828958430787
002304.SZ,江苏省,25.73674735776045,4.120305129840315,4.88671861746079
601211.SH,上海,25.655875951824573,1.0806034328372731,0.8371544645855885
002821.SZ,天津,24.49581045669236,14.280259821879914,2.4627219372684404
2269.HK,江苏省,25.813043796039285,11.375873393472473,0.779303330702794
002812.SZ,云南省,24.52499651445412,9.839177005371527,0.9632430472861586
002841.SZ,广东省,24.64561114053337,10.249947909165645,2.416031692859056
300413.SZ,湖南省,25.16082097463565,9.627651088589932,0.6842502115215721
601689.SH,浙江省,23.9713781237839,3.4901671385567425,0.43257349832978953
603043.SH,广东省,23.212765765671822,5.506570075504624,0.8684156336734111
603008.SH,浙江省,22.233849924436893,1.7061076659968994,0.7736903436281904
300498.SZ,广东省,25.80098383998424,3.555771782443128,3.072539162217569
600820.SH,上海,23.609258450136164,0.8162957162933496,0.6296497610355798
603501.SH,上海,25.91878385903616,22.767174450439047,0.9954790777227618
601799.SH,江苏省,24.120547483940427,6.116922826616777,2.8210006463321324
600183.SH,广东省,25.022383439165143,8.335469391568338,0.6760151150517952
300188.SZ,福建省,23.580386116969102,5.880633134563483,0.32219966367060726
002531.SZ,江苏省,23.10761672332879,1.8678537158753221,0.4454776717519877
000783.SZ,湖北省,24.29590417526793,1.273411097887062,0.23996749261224146
600984.SH,陕西省,23.423382393241376,3.9178182791730123,0.4474291369863743
002185.SZ,甘肃省,24.330947458934286,4.747675051191519,0.12145682752260327
000049.SZ,广东省,23.00991386234219,4.477291950619802,2.3240570569356316
002123.SZ,辽宁省,23.287195574864874,3.1091988306544964,-0.3709264029164497
300569.SZ,山东省,21.971380943727425,1.69521068072287,1.1819018165612625
6169.HK,河南省,23.890631152306195,5.8587313429824635,0.05144176934824
002271.SZ,北京,24.834427056098015,6.264631516145985,1.3183873368399897
300253.SZ,上海,24.47185291159536,11.373502132960432,0.21488994600825084
300782.SZ,江苏省,24.893799537526057,38.018749502923605,6.0720325251
002127.SZ,江苏省,24.337358178548858,7.6393754104861396,0.4939500247215291
300036.SZ,北京,23.191776407440084,5.54746649113353,0.48992135516956925
300009.SZ,安徽省,23.610833681668932,6.833574287433017,0.13283251889259456
300662.SZ,北京,22.66366662731778,8.082401374231061,0.840365370926067
002332.SZ,浙江省,23.268366524024202,4.3326206127835665,0.4580956822723527
002603.SZ,河北省,24.38838093416254,4.916741375126443,0.6281443258499939
600584.SH,江苏省,24.48047679978582,3.391727753331308,0.16780346521253497
688111.SH,北京,25.565206859584002,20.880513168424933,1.004582354859002
002343.SZ,浙江省,22.103373316679406,2.423119534023483,0.30127746485129797
002460.SZ,江西省,24.808538327459164,7.680875293052027,0.08747380435324563
1888.HK,香港特别行政区,23.877983228434537,1.253723379965438,0.77969717624148
0005.HK,,27.4305039768573,0.5711988905000298,0.17495990950267698
601998.SH,北京,26.147102335866283,0.5224654240425123,1.006481646924886
603068.SH,上海,23.110637844169474,8.623929748131804,1.8141324610762204
601818.SH,北京,25.934171218213184,0.6051239003669441,0.7325678961363492
000338.SZ,山东省,25.44763860703354,2.5227590503865596,1.081165599597673
002818.SZ,四川省,22.87518465735937,1.733426799841485,1.0250940787439546
601717.SH,河南省,22.895551172630157,0.7714196469268808,0.6142666414048735
600895.SH,上海,23.74693410271717,2.2101354910929945,0.4592863934737598
601066.SH,北京,26.175737409124423,4.759571482231983,0.7800513395307432
000623.SZ,吉林省,23.619645180816896,0.8138818034851756,0.9348400755287722
002174.SZ,福建省,23.58614157839143,3.5385043956041016,0.5029159927772708
601916.SH,浙江省,25.14315441001144,0.7835622121776605,0.6120004500446876
300440.SZ,四川省,22.40354238306656,4.139035319333371,0.2914211426116071
600801.SH,湖北省,24.56810537632712,2.718519777560688,2.7117931809644236
300326.SZ,上海,23.645378037048594,6.760709233318342,0.3871818243599407
603096.SH,天津,22.872054782592464,4.492756514336157,1.7956420875336272
002563.SZ,浙江省,23.71067559096072,1.6859043565129344,0.45207409575139645
000513.SZ,广东省,24.298145379797834,3.4839277210169466,1.3971687992187625
1193.HK,香港特别行政区,25.26499922168011,3.502586770881923,2.267737325518383
0006.HK,香港特别行政区,25.40137776938331,1.2582088073925044,3.3412023247642533
002627.SZ,湖北省,21.87055864453186,1.4267147646514036,0.1730783167764745
002241.SZ,山东省,24.93344127816907,4.18250906663993,0.4226185592838211
601088.SH,北京,26.4384824823141,0.885902151546716,2.0347296265186574
000631.SZ,吉林省,22.697382520288247,1.1063038881078044,0.19618162737125036
300146.SZ,广东省,24.128809036121485,5.028335028278479,-0.20143256509123517
600038.SH,黑龙江省,23.977570846238542,3.16841879924677,0.95225606500461
2388.HK,香港特别行政区,26.26168363247326,0.9120906418156774,3.0440432119352248
300416.SZ,江苏省,22.2534714213202,5.468831882711218,0.6100871763946543
600703.SH,湖北省,25.30911170032008,4.51069004972874,0.2620923729235307
603233.SH,广东省,24.357303239654286,8.930718040840164,1.4606072547564606
688029.SH,江苏省,23.92079095702457,9.887576365292496,2.1526476230688467
300251.SZ,北京,24.193751330521284,3.5985459363497765,0.3018345845005398
603678.SH,福建省,23.162259591478925,3.6818963567510012,0.8349808382980871
000656.SZ,重庆,24.495228450539308,1.5882324068415419,1.0899682602921503
000063.SZ,广东省,25.917500860812517,6.798479391086816,1.0981946271966205
002607.SZ,安徽省,25.80524439755013,46.944577329229865,0.2942340670974828
600546.SH,山西省,23.75420436605803,2.455475290933875,0.5837017974026906
600298.SH,湖北省,24.190259294437674,6.370037256721829,1.1744544008949376
002138.SZ,广东省,23.64955192440119,4.223486033515923,0.5112929045640948
300451.SZ,浙江省,23.639099318619824,7.129766790142672,0.279314678404445
002439.SZ,北京,24.380716463332426,8.883737891251398,0.695642962814149
1787.HK,山东省,25.474023004836663,2.7277679463734392,0.4830107612655907
603899.SH,上海,24.60449968355468,11.539687149193346,1.1214586828152175
300630.SZ,海南省,23.758931824624415,18.163961245014143,1.0959449440639817
2313.HK,浙江省,25.64557518832418,4.886609831183642,3.389522408772359
601877.SH,浙江省,24.726222666141215,2.2608568329091034,1.6566462845942238
600383.SH,广东省,24.815330772204263,1.1066529160036567,2.1861304091703277
603707.SH,江苏省,24.49246997102296,14.611717182057747,0.9192913352115792
002352.SZ,广东省,26.034800539845453,4.7775196111506215,1.2324848377224151
601928.SH,江苏省,23.550469156934415,1.2147530438358631,0.5042402856733075
002675.SZ,山东省,23.32664337834438,3.1470280237061363,0.20451373936196698
603960.SH,上海,22.434617531872217,9.133583928841071,0.5965794147132454
601117.SH,北京,24.11430041851874,0.8450395474054709,0.6017508020008109
603885.SH,上海,23.652735029811943,1.4510929478257453,0.052192888677389075
002230.SZ,安徽省,25.045345626532818,6.598829875215766,0.26646706422419375
300115.SZ,广东省,23.640899215082392,4.3402455794804595,0.13564301417968733
601933.SH,福建省,25.283531921053285,4.755256028616072,0.2097401267512547
300122.SZ,重庆,25.5925218815311,22.658143370626927,1.48796001875625
300476.SZ,广东省,23.617866386441914,5.435236831226035,0.6036373038579639
300628.SZ,福建省,24.75418909193723,12.810392341887185,2.2358477771808762
300043.SZ,广东省,22.2199095073814,1.5159194098927633,0.19215737555026804
6098.HK,广东省,25.325743037100963,16.626558439990575,0.6105991507638959
002916.SZ,广东省,25.188920682150673,17.39279725082879,3.8978888668670435
600754.SH,上海,23.908764284702333,2.0350993468237655,1.0101683241844313
600016.SH,北京,26.244549946826222,0.5229055786797769,1.2488346206252248
000403.SZ,山西省,23.097960846391167,13.430940499056945,0.5909907418327505
601838.SH,四川省,24.06555956313955,0.7955897131152556,1.5773611726209968
300226.SZ,上海,23.296927243064488,11.48215278196476,1.1530473919583983
300759.SZ,北京,24.640052459659422,6.586601982345194,0.7481400970298798
0388.HK,香港特别行政区,26.45281611216955,6.968754626264913,7.134198441196176
002035.SZ,广东省,23.04270753479436,3.3813762442962596,0.7611794752112215
002179.SZ,河南省,24.422177181891865,4.94921450792341,0.9100622882277841
601939.SH,北京,27.977062166491848,0.7430282240210594,1.0826404613179714
002048.SZ,浙江省,23.11742486548697,1.1978397283851443,1.5046380033177538
300039.SZ,上海,22.441590440766895,2.1697599317191423,0.2218602906787763
000776.SZ,广东省,25.273043299936777,1.1544319972045505,0.8778686454983677
300059.SZ,上海,25.540050968530906,5.825209750927456,0.3453469014358462
601997.SH,贵州省,23.961425997456168,0.6530265134567452,1.865231057326879
601186.SH,北京,25.57226224189787,0.6312465747112943,1.419944259531885
300033.SZ,浙江省,24.894441061435316,16.238273491294212,1.718990832049851
0939.HK,北京,28.067774930625568,0.645674536485619,1.0667931571722091
300316.SZ,浙江省,24.128923937440565,6.621307000398311,0.5023896556842178
600486.SH,江苏省,23.941255345320165,4.941828515701063,4.1581341355940955
300660.SZ,江苏省,22.131884131794457,1.7646128303149218,0.9062064604297251
600338.SH,西藏自治区,22.752233300925898,2.7520664665461556,0.6587226605206605
601077.SH,重庆,24.66672207595302,0.6398599769924113,0.8392866954301311
600532.SH,上海,21.6691805894402,1.381278507338381,0.08822954522148846
300482.SZ,广东省,24.105492017257827,13.23971519738822,1.2044275680678165
601009.SH,江苏省,25.07553471536114,0.8938071841711943,1.2874664882413607
000723.SZ,山西省,24.045095941141128,3.3925202475858827,0.12754702963619421
601021.SH,上海,24.195376520017103,2.141472718958277,1.242630133076385
0874.HK,广东省,24.689998563035378,1.2465048375772454,1.8242841017317042
0548.HK,广东省,23.786004333057516,0.9100568385935253,0.8708970079777213
002683.SZ,广东省,23.904450993022728,7.3291187030293266,0.44287742724492457
0386.HK,北京,27.045598626375394,0.5436249031413227,0.18874842389711757
002609.SZ,广东省,22.666776709698873,3.3993959617751996,0.21702560137841764
300454.SZ,广东省,25.082333003000194,18.094112768120407,1.4678337407221145
300124.SZ,广东省,24.818529256857456,6.968693647834557,0.57474765350264
300433.SZ,湖南省,25.11408884412711,3.6095243481632617,0.7866736221659413
300546.SZ,广东省,21.872484306493643,3.695300773046199,0.7220796239701636
300595.SZ,安徽省,24.037865714260022,20.67858680629037,0.7274600646927771
300572.SZ,广东省,22.88242670619038,10.209224034121435,0.8938474869586851
300596.SZ,天津,22.57449218279975,3.3342281891681997,1.328927193993359
600132.SH,重庆,24.0312454783305,19.26378219844484,1.2507931052954933
002013.SZ,湖北省,24.125266430795275,3.079396781459789,0.26802966575084475
1299.HK,香港特别行政区,27.459147807128407,1.880228127379165,0.5499185194588965
002371.SZ,北京,25.071121281491337,13.202503915893958,0.6374353281705526
002737.SZ,黑龙江省,22.832295306657223,2.5558110793927313,0.9529324303938356
603396.SH,辽宁省,21.487486613543812,2.317666633638007,0.4889444947724855
000938.SZ,北京,25.17030022933869,3.0292995399811136,0.8412434615046359
300144.SZ,浙江省,24.5067833838375,4.5735512553387565,0.7018752371768897
2318.HK,广东省,28.003202911134437,1.9119955961644157,7.108932375964722
603711.SH,浙江省,23.1535146603181,4.48349220499159,0.5018902563089606
600377.SH,江苏省,24.65187223627523,1.8617811554593902,0.6218140620426093
300315.SZ,北京,23.47100846856167,2.8130379009797246,0.09826505116008294
600673.SH,广东省,23.73307499230332,2.9289749920898984,0.3190642454710166
002597.SZ,安徽省,23.197614364256037,2.649218609600953,1.3960180256127521
300001.SZ,山东省,23.714062098223273,5.931730004026973,0.161584487435632
000951.SZ,山东省,23.571280126251803,2.468594979778812,1.7514353409306298
601607.SH,上海,24.572668536594595,1.264164779541948,1.4048524916804146
2899.HK,福建省,25.37991510440099,1.4744609604911145,0.17533357925434084
300383.SZ,北京,24.483918053730076,5.147863857856743,0.5510125533263293
002396.SZ,福建省,23.85412982430576,5.416423877618634,0.9665568710176754
688388.SH,广东省,23.334928771728148,5.397726922533726,1.1841717666626241
002381.SZ,浙江省,21.935964082714086,1.892860518803592,0.6059906402973744
600498.SH,湖北省,24.433311054556732,3.561877447003232,0.5310414968177968
002244.SZ,浙江省,23.326227076820256,0.8150760887602276,0.4874470974663791
601111.SH,北京,25.23004941747445,1.0816835518397079,-0.07707154863877877
002614.SZ,福建省,22.365971301621016,1.5262140301417306,0.3933062815577659
601336.SH,北京,25.507768453504138,1.6666936163218904,5.073493692961663
603730.SH,上海,23.204645141460258,3.1992754172628817,1.5503188273269441
0522.HK,香港特别行政区,24.24358508511083,2.9062863274828445,1.302990512249005
0788.HK,北京,26.424426212706663,1.468184400087609,0.02966902655093199
002918.SZ,广东省,23.129228471173427,3.795249623254124,1.0325255330003544
600332.SH,广东省,24.599285798901658,2.1074622606744824,1.8242841019961906
600033.SH,福建省,22.748058988510067,0.7964192866534693,0.21633919351406497
002032.SZ,浙江省,24.723982980935425,7.992098573152759,2.084550818503476
603186.SH,浙江省,22.729643486231513,10.012004783415302,0.8102993935059914
2883.HK,天津,24.70171887261227,0.7214161712969804,0.756718571495635
000719.SZ,河南省,22.670453124491637,0.8469144905530366,0.80544813068311
600873.SH,西藏自治区,23.366772685620447,1.5661059555948789,0.2874947674840642
601958.SH,陕西省,23.689783411180656,1.479166113910088,0.17621640993547272
002204.SZ,辽宁省,22.79734861253229,1.193861900227994,0.02665703634568976
603816.SH,浙江省,23.937223084725993,4.212085961841737,1.9487210439487241
002540.SZ,江苏省,22.430573927772283,1.1933505551294834,0.2657525371980737
000573.SZ,广东省,21.276344889025015,1.0073845645106287,-0.029111817144979336
300118.SZ,浙江省,23.129014488741912,1.3441027894302555,0.9391332135427128
002901.SZ,福建省,24.302381216452968,20.816084891204095,1.1733083119564685
601628.SH,北京,27.256800425326194,1.955884768577684,1.7457461523125748
601633.SH,河北省,24.91335275520687,1.4076998337472764,0.3367324618404476
002746.SZ,山东省,22.57431541848279,1.931680194292556,2.170740533072789
000963.SZ,浙江省,24.362846211232906,3.093214667996852,1.7448484696347077
603589.SH,安徽省,23.961473590114103,3.63503916940108,2.364252538066667
600809.SH,山西省,25.271125584115694,12.680378011808418,2.622811263679657
603308.SH,安徽省,22.735559961059966,2.0800848698784007,0.2687854347355995
300659.SZ,山东省,23.32711095121834,23.50218334990571,0.8211495783417294
002773.SZ,四川省,24.280046451570566,7.585718580223604,0.7809379128736937
2328.HK,北京,25.804903844160613,0.8487892532323555,1.091680808083919
600600.SH,山东省,24.95617548130834,3.9011075610481587,1.170816532123194
600855.SH,北京,22.793947019672444,4.687787423835051,0.07807010723126878
0817.HK,香港特别行政区,24.90491107448568,1.489626105177338,0.5479208583700156
002449.SZ,广东省,22.608330727770525,1.7999963873818834,0.5545218727548535
002541.SZ,安徽省,22.95003019779963,1.8772346310954668,1.0172748304327321
000671.SZ,福建省,24.064005711805766,1.0559216098175934,1.0129071079145562
601138.SH,广东省,26.381715368526837,3.211263317232351,0.8864445737708031
603179.SH,江苏省,22.465389990881416,3.3543583641422994,0.714578758852941
002292.SZ,广东省,22.903534143939684,2.195221889852793,0.016003336409549936
300725.SZ,江苏省,23.227898029321896,16.51991753550896,1.0136770313891752
1093.HK,香港特别行政区,25.311134137135248,4.768864883451886,0.5955587654148664
600547.SH,山东省,25.383310240702944,4.892244251880997,0.4797470088859184
600340.SH,河北省,24.98329740554494,1.4152176832745518,4.823686775999854
002600.SZ,广东省,24.877397533373607,5.4819845207149305,0.19876866854318267
002001.SZ,浙江省,24.786906747445485,3.4535465712100892,1.191095972410369
603515.SH,上海,23.641901133562722,3.6917316784736376,1.0542438755842753
002648.SZ,浙江省,23.437324233504224,1.6326887849549967,1.025953167144517
603983.SH,广东省,24.163227737977696,11.680413158216725,1.2806031557356607
000591.SZ,重庆,23.039154086049383,0.7602273943786974,0.3125538123859874
600741.SH,上海,24.975222087981667,1.4212551433023677,1.5074298499230754
