,0,1
0,0,贵州省
1,1,内蒙古自治区
2,2,山西省
3,3,湖北省
4,4,湖南省
5,5,北京
6,6,江苏省
7,7,辽宁省
8,8,广东省
9,9,新疆维吾尔自治区
10,10,福建省
11,11,河南省
12,12,重庆
13,13,吉林省
14,14,陕西省
15,15,四川省
16,16,江西省
17,17,山东省
18,18,上海
19,19,云南省
20,20,香港特别行政区
21,21,浙江省
22,22,安徽省
