,股票代码,股票简称,基本每股收益(元)2019.03.31,基本每股收益(元)2018.12.31,基本每股收益(元)2018.09.30,基本每股收益(元)2018.06.30,基本每股收益(元)2017.12.31,账面市值比(%)2019.05.10,总市值(元)2019.05.10,城市,省份
2216,600076.SH,康欣新材,0.13,0.45,0.35,0.26,0.45,1.12,3939959638,潍坊市,山东省
2217,600077.SH,宋都股份,-0.01,0.31,0.13,0.09,0.12,1.3,2749677373,杭州市,浙江省
2218,600078.SH,澄星股份,0.01,0.03,0.01,0.02,0.09,0.5,15242710441,无锡市,江苏省
2219,600079.SH,人福医药,0.11,-1.81,0.43,0.34,1.53,0.61,2650219024,武汉市,湖北省
2220,600080.SH,金花股份,0.03,0.11,0.1,0.06,0.18,0.67,4233060000,西安市,陕西省
2221,600081.SH,东风科技,0.07,0.47,0.38,0.32,0.44,0.26,2985055116,闵行区,上海市
2222,600082.SH,海泰发展,0.01,0.02,0,0.01,0.02,0.54,3864000000,西青区,天津市
2223,600083.SH,博信股份,0.14,-0.23,0.06,0.06,0.04,0.02,2854266148,苏州市,江苏省
2224,600084.SH,*ST中葡,0.01,-0.14,-0.07,-0.04,-0.08,1.06,40677807971,乌鲁木齐市,新疆维吾尔自治区
2225,600085.SH,同仁堂,0.26,0.83,0.62,0.47,0.74,0.14,6048000000,大兴区,北京市
2226,600086.SH,东方金钰,-0.12,-1.27,-0.05,0.02,0.17,0.32,6243990480,鄂州市,湖北省
2227,600088.SH,中视传媒,0.09,0.29,0.2,0.14,0.25,0.16,27190160415,浦东新区,上海市
2228,600089.SH,特变电工,0.12,0.49,0.52,0.38,0.61,0.92,7903749568,昌吉回族自治州,新疆维吾尔自治区
2229,600090.SH,同济堂,0.1,0.37,0.28,0.16,0.36,0.99,1758398346,乌鲁木齐市,新疆维吾尔自治区
2230,600091.SH,ST明科,--,0.01,-0.01,-0.01,0.01,0.51,13952022425,包头市,内蒙古自治区
2231,600093.SH,易见股份,0.18,0.73,0.6,0.37,0.73,0.37,16799708560,成都市,四川省
2232,600094.SH,大名城,0.06,0.22,0.02,0.11,0.57,0.68,2261509917,闵行区,上海市
2233,600095.SH,哈高科,-0.02,0.04,-0.01,-0.04,0.06,0.42,9222780099,哈尔滨市,黑龙江省
2234,600096.SH,云天化,0.08,0.09,0.06,0.05,0.15,0.47,2621389762,昆明市,云南省
2235,600097.SH,开创国际,-0.1,0.58,0.51,0.07,0.51,0.7,16929680625,浦东新区,上海市
2236,600098.SH,广州发展,0.05,0.26,0.24,0.16,0.25,0.71,1660929600,广州市,广东省
2237,600099.SH,林海股份,0,0.01,0,0,0.01,0.27,30705993132,泰州市,江苏省
2238,600100.SH,同方股份,0.18,-1.31,-0.19,-0.11,0.04,0.44,2726345197,海淀区,北京市
2239,600101.SH,明星电力,0.09,0.31,0.32,0.17,0.3,0.78,5445277435,遂宁市,四川省
2240,600103.SH,青山纸业,0.03,0.09,0.1,0.07,0.06,0.59,3.07626E+11,福州市,福建省
2241,600104.SH,上汽集团,0.71,3.08,2.37,1.63,2.96,0.68,6790991818,浦东新区,上海市
2242,600105.SH,永鼎股份,0.02,0.16,0.09,0.07,0.31,0.38,3943140474,苏州市,江苏省
2243,600106.SH,重庆路桥,0.07,0.2,0.2,0.15,0.28,0.93,2494800000,渝中区,重庆市
2244,600107.SH,美尔雅,-0.01,0.02,-0.01,0,0.01,0.23,6755795470,黄石市,湖北省
2245,600108.SH,亚盛集团,0.01,0.04,0.03,0.02,0.05,0.69,28670926259,兰州市,甘肃省
2246,600109.SH,国金证券,0.13,0.33,0.24,0.16,0.4,0.69,5210913799,成都市,四川省
2247,600110.SH,诺德股份,0.03,0.08,0.05,0.03,0.17,0.35,37057273200,长春市,吉林省
2248,600111.SH,北方稀土,0.03,0.16,0.1,0.06,0.11,0.32,2174304692,包头市,内蒙古自治区
2249,600112.SH,天成控股,0.06,0.03,0.16,-0.06,0.04,0.53,3176248555,遵义市,贵州省
2250,600113.SH,浙江东日,0.09,0.33,0.27,0.15,0.3,0.42,4434900202,温州市,浙江省
2251,600114.SH,东睦股份,0.04,0.51,0.39,0.32,0.72,0.56,81911903200,宁波市,浙江省
2252,600115.SH,东方航空,0.14,0.19,0.31,0.16,0.44,0.54,8212155502,浦东新区,上海市
2253,600116.SH,三峡水利,0.03,0.22,0.18,0.14,0.35,0.33,3846035167,万州区,重庆市
2254,600117.SH,西宁特钢,0.02,-1.96,-0.55,0.01,0.06,0.09,26877978039,西宁市,青海省
2255,600118.SH,中国卫星,0.06,0.35,0.23,0.15,0.35,0.11,1687626000,海淀区,北京市
2256,600119.SH,*ST长投,0.04,-2.19,-0.95,-0.89,-0.3,0.05,14226294273,浦东新区,上海市
2257,600120.SH,浙江东方,0.49,0.8,0.65,0.5,1.1,0.67,3421707140,杭州市,浙江省
2258,600121.SH,郑州煤电,0.01,0.15,0.16,0.1,0.62,0.81,4575120483,郑州市,河南省
2259,600122.SH,宏图高科,-0.12,-1.76,-0.31,0.1,0.53,1.25,8430912000,南京市,江苏省
2260,600123.SH,兰花科创,0.18,0.95,0.87,0.55,0.68,1.64,9504199243,晋城市,山西省
2261,600125.SH,铁龙物流,0.1,0.39,0.31,0.21,0.25,0.59,17899102140,大连市,辽宁省
2262,600126.SH,杭钢股份,0.13,0.57,0.48,0.44,0.69,0.82,3395033223,杭州市,浙江省
2263,600127.SH,金健米业,0.09,-0.08,-0.03,0.01,0.02,0.21,1900109750,常德市,湖南省
2264,600128.SH,弘业股份,-0.02,-0.28,-0.16,-0.15,0.05,0.75,6298434315,南京市,江苏省
2265,600129.SH,太极集团,0.19,0.13,0.26,0.1,0.23,0.58,2918400000,涪陵区,重庆市
2266,600130.SH,波导股份,-0.01,0.04,0.05,0.04,-0.2,0.27,8343271315,宁波市,浙江省
2267,600131.SH,岷江水电,0.08,0.2,0.22,0.17,0.16,0.14,19373367056,阿坝藏族羌族自治州,四川省
2268,600132.SH,重庆啤酒,0.18,0.83,0.79,0.43,0.68,0.08,4557895392,渝北区,重庆市
2269,600133.SH,东湖高新,0.04,0.44,0.24,0.19,1.44,0.59,3095831401,武汉市,湖北省
2270,600135.SH,乐凯胶片,0.03,0.04,0.07,0.07,0.16,0.53,5607466961,保定市,河北省
2271,600136.SH,当代明诚,0.12,0.37,0.27,0.22,0.26,0.45,1421321137,武汉市,湖北省
2272,600137.SH,浪莎股份,0.06,0.3,0.22,0.11,0.24,0.33,9612595200,宜宾市,四川省
2273,600138.SH,中青旅,0.09,0.83,0.76,0.56,0.79,0.34,2614467507,东城区,北京市
2274,600139.SH,西部资源,-0.02,0,-0.05,-0.01,-0.91,0.16,7620855077,绵阳市,四川省
2275,600141.SH,兴发集团,0.05,0.49,0.5,0.23,0.52,0.96,13122070516,宜昌市,湖北省
2276,600143.SH,金发科技,0.08,0.23,0.24,0.13,0.2,0.58,2788357711,广州市,广东省
2277,600145.SH,*ST新亿,--,0.01,0.03,0.03,0.01,0.23,5446952300,塔城地区,新疆维吾尔自治区
2278,600146.SH,商赢环球,-0.17,-3.89,-0.1,0.07,0.26,0.23,2240205404,银川市,宁夏回族自治区
2279,600148.SH,长春一东,0.04,0.25,0.17,0.15,0.13,0.14,2326579200,长春市,吉林省
2280,600149.SH,ST坊展,0,0.01,-0.03,-0.02,0.05,0.08,29657090709,廊坊市,河北省
2281,600150.SH,中国船舶,0,0.35,0.23,0.15,-1.67,0.32,7859702533,浦东新区,上海市
2282,600151.SH,航天机电,-0.07,0.03,-0.17,-0.12,-0.22,0.77,2755822750,浦东新区,上海市
2283,600152.SH,维科技术,-0.05,0.12,0.22,0.12,0.04,0.66,25204932712,宁波市,浙江省
2284,600153.SH,建发股份,0.16,1.65,0.61,0.42,1.17,0.38,23083916719,厦门市,福建省
2285,600155.SH,华创阳安,0.15,0.09,0.14,0.06,0.08,0.67,2332242072,西城区,北京市
2286,600156.SH,华升股份,-0.03,0.07,-0.05,-0.03,-0.22,0.29,24478816792,长沙市,湖南省
2287,600157.SH,永泰能源,0,0.01,0,0.03,0.05,0.91,8606100805,晋中市,山西省
2288,600158.SH,中体产业,0,0.1,0.05,0.03,0.07,0.15,2440209502,武清区,天津市
2289,600159.SH,大龙地产,0.02,0.11,-0.04,-0.03,0.03,0.52,20616197434,顺义区,北京市
2290,600160.SH,巨化股份,0.14,0.78,0.6,0.39,0.44,0.49,21316771477,衢州市,浙江省
2291,600161.SH,天坛生物,0.15,0.58,0.46,0.28,1.76,0.1,8226372366,大兴区,北京市
2292,600162.SH,香江控股,0,0.15,0.08,0.02,0.24,0.48,4127791400,深圳市,广东省
2293,600163.SH,中闽能源,0.05,0.13,0.1,0.08,0.15,0.42,3198407229,南平市,福建省
2294,600165.SH,新日恒力,-0.01,0.01,0,-0.01,0.06,0.27,17809250544,石嘴山市,宁夏回族自治区
2295,600166.SH,福田汽车,0.01,-0.54,-0.25,-0.14,0.02,0.96,24201263680,昌平区,北京市
2296,600167.SH,联美控股,0.44,0.75,0.36,0.34,1.16,0.17,4945700753,沈阳市,辽宁省
2297,600168.SH,武汉控股,0.12,0.39,0.32,0.24,0.46,0.82,6973957600,武汉市,湖北省
2298,600169.SH,太原重工,0,0.01,0,0,0.02,0.6,34994283071,太原市,山西省
2299,600170.SH,上海建工,0.14,0.29,0.19,0.14,0.28,0.69,9514689390,浦东新区,上海市
2300,600171.SH,上海贝岭,0.14,0.15,0.13,0.09,0.26,0.25,5312159681,徐汇区,上海市
2301,600172.SH,黄河旋风,0.01,-0.16,0.07,0.08,0.04,0.84,3162043280,许昌市,河南省
2302,600173.SH,卧龙地产,0.22,0.8,0.43,0.25,0.43,0.85,11766648063,绍兴市,浙江省
2303,600175.SH,美都能源,-0.02,-0.31,0.04,0.03,0.02,0.93,34847953148,湖州市,浙江省
2304,600176.SH,中国巨石,0.14,0.68,0.55,0.36,0.74,0.32,32841872227,嘉兴市,浙江省
2305,600177.SH,雅戈尔,0.21,1.03,0.65,0.42,0.08,0.76,2435161600,宁波市,浙江省
2306,600178.SH,东安动力,-0.01,0.01,0.14,0.03,0.09,--,8832660695,哈尔滨市,黑龙江省
2307,600179.SH,安通控股,0.02,0.41,0.34,0.23,0.52,0.48,9300768796,齐齐哈尔市,黑龙江省
2308,600180.SH,瑞茂通,0.23,0.47,0.37,0.34,0.7,0.53,6154000000,烟台市,山东省
2309,600182.SH,S佳通,0.06,0.26,0.22,0.12,0.18,0.1,28226183636,牡丹江市,黑龙江省
2310,600183.SH,生益科技,0.12,0.47,0.38,0.25,0.74,0.21,5677770818,东莞市,广东省
2311,600184.SH,光电股份,0.01,0.11,0.09,0.05,0.09,0.38,10053678039,襄阳市,湖北省
2312,600185.SH,格力地产,0.11,0.25,0.19,0.15,0.3,0.66,1837302058,珠海市,广东省
2313,600186.SH,*ST莲花,-0.04,-0.31,-0.09,-0.06,-0.1,0.13,4928726681,周口市,河南省
2314,600187.SH,国中水务,0,0.01,0.01,0,0.01,0.68,45185731578,齐齐哈尔市,黑龙江省
2315,600188.SH,兖州煤业,0.47,1.61,1.12,0.88,1.38,1.47,3254611942,济宁市,山东省
2316,600189.SH,吉林森工,0.03,0.06,0.05,0.05,0.03,0.91,6719899604,长春市,吉林省
2317,600190.SH,锦州港,0.02,0.12,0.06,0.05,0.07,0.93,2657427360,锦州市,辽宁省
2318,600191.SH,华资实业,0.13,-0.24,-0.13,-0.1,0.02,0.76,3008303880,包头市,内蒙古自治区
2319,600192.SH,长城电工,0,0.03,0.03,0.03,0.04,0.46,1395223440,兰州市,甘肃省
2320,600193.SH,ST创兴,0,0.07,0.05,0,-0.18,0.17,6889694000,浦东新区,上海市
2321,600195.SH,中牧股份,0.15,0.69,0.69,0.45,0.93,0.57,65039882300,丰台区,北京市
2322,600196.SH,复星医药,0.28,1.07,0.83,0.63,1.27,0.38,7536690000,普陀区,上海市
2323,600197.SH,伊力特,0.34,0.97,0.66,0.49,0.8,0.3,11388020374,伊犁哈萨克自治州,新疆维吾尔自治区
2324,600198.SH,大唐电信,-0.18,0.66,0.29,-0.41,-3,0.28,4288835292,海淀区,北京市
2325,600199.SH,金种子酒,0.02,0.18,0,0.01,0.01,0.4,4540700416,阜阳市,安徽省
2326,600200.SH,江苏吴中,0.01,-0.4,0.16,0.12,0.19,0.46,18345749077,苏州市,江苏省
2327,600201.SH,生物股份,0.14,0.67,0.71,0.38,1,0.21,1951204020,呼和浩特市,内蒙古自治区
2328,600202.SH,哈空调,0.02,0.05,0.03,0.01,-0.23,0.32,2916697097,哈尔滨市,黑龙江省
2329,600203.SH,福日电子,0.03,0.09,0.04,0.06,-0.25,0.74,7047691722,福州市,福建省
2330,600206.SH,有研新材,0.02,0.09,0.08,0.04,0.05,0.39,4392445908,海淀区,北京市
2331,600207.SH,安彩高科,-0.03,-0.39,-0.03,0,0.01,0.34,29237768022,安阳市,河南省
2332,600208.SH,新湖中宝,0.09,0.29,0.21,0.17,0.39,0.71,1786775458,嘉兴市,浙江省
2333,600209.SH,ST罗顿,-0.01,0.02,-0.06,-0.04,-0.1,0.37,6127614078,海口市,海南省
2334,600210.SH,紫江企业,0.04,0.29,0.26,0.2,0.37,0.69,6468087572,闵行区,上海市
2335,600211.SH,西藏药业,0.39,1.2,1.29,0.72,1.37,0.33,2297520486,拉萨市,西藏自治区
2336,600212.SH,江泉实业,-0.08,-0.34,-0.05,-0.02,0.02,0.25,2824800000,临沂市,山东省
2337,600213.SH,亚星客车,0.01,0.06,0.09,0.08,0.19,0.06,3599354491,扬州市,江苏省
2338,600215.SH,长春经开,0.1,0.21,0.16,0.19,0.02,0.72,10096598680,长春市,吉林省
2339,600216.SH,浙江医药,0.14,0.38,0.54,0.5,0.27,0.77,8179206116,绍兴市,浙江省
2340,600217.SH,中再资环,0.06,0.23,0.15,0.11,0.16,0.25,6648652650,铜川市,陕西省
2341,600218.SH,全柴动力,0.08,0.11,0.1,0.1,0.17,0.3,27725117126,滁州市,安徽省
2342,600219.SH,南山铝业,0.02,0.15,0.15,0.09,0.17,1.25,4779352074,烟台市,山东省
2343,600220.SH,江苏阳光,-0.01,0.08,0.05,0.02,0.07,0.45,35422758619,无锡市,江苏省
2344,600221.SH,海航控股,0.07,-0.23,0.04,0.03,0.18,1.42,2972730946,海口市,海南省
2345,600222.SH,太龙药业,0.02,-0.2,0.01,0,0.01,0.44,3763639680,郑州市,河南省
2346,600223.SH,鲁商置业,0.04,0.16,0.1,0.04,0.11,0.47,3283579079,淄博市,山东省
2347,600225.SH,天津松江,-0.11,-0.41,-0.28,-0.2,0.21,1.17,12742879005,西青区,天津市
2348,600226.SH,瀚叶股份,0.03,0.05,0.07,0.05,0.12,0.34,5451892127,湖州市,浙江省
2349,600227.SH,圣济堂,-0.02,0.12,0.11,0.07,0.02,1.05,1814726400,贵阳市,贵州省
2350,600228.SH,ST昌九,-0.01,0.03,0.03,0.02,0.11,-0.01,5469327918,赣州市,江西省
2351,600229.SH,城市传媒,0.13,0.5,0.27,0.23,0.47,0.25,6944018644,青岛市,山东省
2352,600230.SH,沧州大化,0.04,2.41,2.5,1.86,4.36,0.5,8756621468,沧州市,河北省
2353,600231.SH,凌钢股份,0.02,0.43,0.46,0.27,0.48,0.87,2410789576,朝阳市,辽宁省
2354,600232.SH,金鹰股份,0.02,0.07,0.07,0.04,0.07,0.45,34733419848,舟山市,浙江省
2355,600233.SH,圆通速递,0.13,0.67,0.44,0.28,0.51,0.62,1716741062,大连市,辽宁省
2356,600234.SH,*ST山水,0.01,-0.08,-0.01,-0.01,-0.13,0.06,1995384000,太原市,山西省
2357,600235.SH,民丰特纸,0.01,0.03,0.05,0.04,0.05,0.65,35106898057,嘉兴市,浙江省
2358,600236.SH,桂冠电力,0.1,0.39,0.33,0.21,0.41,0.53,2257478260,南宁市,广西壮族自治区
2359,600237.SH,铜峰电子,-0.03,0.02,0.01,0.01,0.02,0.54,3876930000,铜陵市,安徽省
2360,600238.SH,ST椰岛,-0.04,0.09,-0.36,-0.26,-0.24,0.3,5732302265,海口市,海南省
2361,600239.SH,云南城投,-0.24,0.28,0.14,-0.13,0.16,0.78,2905477344,昆明市,云南省
2362,600240.SH,*ST华业,-0.07,-4.52,-0.1,0.69,0.7,0.57,1821730092,朝阳区,北京市
2363,600241.SH,时代万恒,-0.03,-0.59,-0.11,-0.12,0.09,0.82,4685384152,大连市,辽宁省
2364,600242.SH,中昌数据,0.02,0.27,0.21,0.09,0.28,0.37,2031875500,阳江市,广东省
2365,600243.SH,青海华鼎,-0.08,-0.47,-0.2,-0.11,0.05,0.87,8257117394,西宁市,青海省
2366,600246.SH,万通地产,-0.01,0.16,0.17,0.16,0.17,0.81,1695665664,海淀区,北京市
2367,600247.SH,ST成城,-0.03,0.02,0.04,0.07,-0.21,0.09,4084889390,吉林市,吉林省
2368,600248.SH,延长化建,0.05,0.35,0.16,0.1,0.22,0.57,2585000000,咸阳市,陕西省
2369,600249.SH,两面针,0.09,0.04,0,-0.02,-0.26,0.91,2126452021,柳州市,广西壮族自治区
2370,600250.SH,南纺股份,-0.18,0.72,0.07,0.11,0.36,0.23,4544235226,南京市,江苏省
2371,600251.SH,冠农股份,0.05,0.12,0.16,0.12,0.11,0.43,10668578941,巴音郭楞蒙古自治州,新疆维吾尔自治区
2372,600252.SH,中恒集团,0.05,0.18,0.14,0.1,0.17,0.43,3627666788,梧州市,广西壮族自治区
2373,600255.SH,梦舟股份,-0.02,-0.71,0.02,0.02,0.09,0.57,25952984385,芜湖市,安徽省
2374,600256.SH,广汇能源,0.07,0.28,0.22,0.15,0.13,0.46,2497621006,乌鲁木齐市,新疆维吾尔自治区
2375,600257.SH,大湖股份,0.02,0.04,0.05,0.02,0.02,0.49,18373789739,常德市,湖南省
2376,600258.SH,首旅酒店,0.08,0.88,0.82,0.35,0.77,0.48,10231097665,西城区,北京市
2377,600259.SH,广晟有色,0.06,-0.88,-0.45,-0.1,0.07,0.15,13731239785,海口市,海南省
2378,600260.SH,凯乐科技,0.5,1.28,1.19,0.87,1.08,0.35,5387301870,荆州市,湖北省
2379,600261.SH,阳光照明,0.11,0.26,0.2,0.11,0.28,0.57,3401700000,绍兴市,浙江省
2380,600262.SH,北方股份,0.05,0.67,0.43,0.41,0.22,0.34,3633102000,包头市,内蒙古自治区
2381,600265.SH,ST景谷,0,0.05,-0.16,-0.1,-0.24,0.01,15921126400,普洱市,云南省
2382,600266.SH,北京城建,0.73,0.7,0.37,0.2,0.93,1.33,10476020486,海淀区,北京市
2383,600267.SH,海正药业,0.03,-0.51,0.01,0.02,0.01,0.58,4185496408,台州市,浙江省
2384,600268.SH,国电南自,-0.14,0.08,-0.03,-0.04,0.06,0.75,10649455984,南京市,江苏省
2385,600269.SH,赣粤高速,0.32,0.5,0.36,0.26,0.42,1.41,45110113034,南昌市,江西省
2386,600271.SH,航天信息,0.28,0.87,0.46,0.2,0.84,0.2,1729402560,海淀区,北京市
2387,600272.SH,开开实业,0.03,0.14,0.11,0.09,0.16,0.27,16376110106,静安区,上海市
2388,600273.SH,嘉化能源,0.24,0.75,0.58,0.39,0.7,0.39,1663897768,嘉兴市,浙江省
2389,600275.SH,ST昌鱼,-0.01,0.01,-0.01,-0.02,0.01,0.12,2.83605E+11,鄂州市,湖北省
2390,600276.SH,恒瑞医药,0.27,1.1,0.79,0.52,1.14,0.07,22185415207,连云港市,江苏省
2391,600277.SH,亿利洁能,0.09,0.28,0.2,0.12,0.2,0.65,7212158416,鄂尔多斯市,内蒙古自治区
2392,600278.SH,东方创业,0.19,0.29,0.2,0.14,0.33,0.53,3485581617,浦东新区,上海市
2393,600279.SH,重庆港九,0.02,0.2,0.15,0.09,0.7,0.84,4685206278,九龙坡区,重庆市
2394,600280.SH,中央商场,0,-0.3,0.07,0.06,0.21,0.39,2196496647,南京市,江苏省
2395,600281.SH,太化股份,-0.02,-0.22,-0.07,-0.07,0.01,0.2,15354248436,太原市,山西省
2396,600282.SH,南钢股份,0.19,0.91,0.78,0.52,0.79,0.83,4066511132,南京市,江苏省
2397,600283.SH,钱江水利,0.04,0.16,0.25,0.17,0.21,0.38,6549228000,杭州市,浙江省
2398,600284.SH,浦东建设,0.08,0.47,0.22,0.17,0.54,0.8,5166616906,浦东新区,上海市
2399,600285.SH,羚锐制药,0.17,0.41,0.36,0.25,0.37,0.43,3219187065,信阳市,河南省
2400,600287.SH,江苏舜天,0.45,0.2,0.17,0.12,0.19,0.64,4084080000,南京市,江苏省
2401,600288.SH,大恒科技,-0.02,0.12,0.07,0.04,0.08,0.33,2050919224,海淀区,北京市
2402,600289.SH,*ST信通,-0.07,-2.34,-0.73,-0.6,-3.93,0.34,4156672205,哈尔滨市,黑龙江省
2403,600290.SH,华仪电气,-0.02,-0.11,0.02,0.02,0.08,0.91,11914401720,温州市,浙江省
2404,600291.SH,西水股份,0.01,0.35,0.37,0.29,2.19,1.47,4762983029,乌海市,内蒙古自治区
2405,600292.SH,远达环保,0.04,0.16,0.14,0.05,0.14,0.92,5101759682,九龙坡区,重庆市
2406,600293.SH,三峡新材,0.03,0.21,0.24,0.18,0.35,0.64,10341295269,宜昌市,湖北省
2407,600295.SH,鄂尔多斯,0.21,0.89,0.48,0.27,0.5,0.64,37317328860,鄂尔多斯市,内蒙古自治区
2408,600297.SH,广汇汽车,0.1,0.39,0.38,0.25,0.53,1.03,21937034703,大连市,辽宁省
2409,600298.SH,安琪酵母,0.29,1.04,0.82,0.61,1.03,0.19,29769104130,宜昌市,湖北省
2410,600299.SH,安迪苏,0.11,0.35,0.26,0.18,0.49,0.34,6353600000,海淀区,北京市
2411,600300.SH,维维股份,0.06,0.04,0.06,0.06,0.05,0.36,1704824015,徐州市,江苏省
2412,600301.SH,ST南化,0,0.23,0.21,-0.05,-0.14,0.18,1903053922,南宁市,广西壮族自治区
2413,600302.SH,标准股份,-0.05,0.08,-0.1,-0.08,-0.02,0.62,3621238571,西安市,陕西省
2414,600303.SH,曙光股份,-0.04,-0.19,-0.05,0.03,0.47,0.77,10625065464,丹东市,辽宁省
2415,600305.SH,恒顺醋业,0.09,0.39,0.28,0.16,0.47,0.19,1287944377,镇江市,江苏省
2416,600306.SH,商业城,-0.11,-0.71,-0.49,-0.31,0.46,-0.16,13027783442,沈阳市,辽宁省
2417,600307.SH,酒钢宏兴,0,0.17,0.17,0.09,0.07,1.17,5545916740,嘉峪关市,甘肃省
2418,600308.SH,华泰股份,0.09,0.62,0.56,0.32,0.58,0.95,1.32183E+11,东营市,山东省
2419,600309.SH,万华化学,0.89,3.88,3.3,2.54,4.09,0.17,4577595750,烟台市,山东省
2420,600310.SH,桂东电力,0.33,0.08,0.01,0,0.08,0.49,2622464000,贺州市,广西壮族自治区
2421,600311.SH,荣华实业,-0.02,-0.16,-0.09,-0.07,0,0.27,10380448014,武威市,甘肃省
2422,600312.SH,平高电气,0.02,0.21,0,-0.1,0.46,0.82,3441391748,平顶山市,河南省
2423,600313.SH,农发种业,-0.01,0.03,0,-0.01,-0.26,0.36,19526617730,西城区,北京市
2424,600315.SH,上海家化,0.35,0.81,0.68,0.47,0.58,0.37,10448358440,虹口区,上海市
2425,600316.SH,洪都航空,-0.06,0.21,-0.11,-0.07,0.04,0.46,17282864618,南昌市,江西省
2426,600317.SH,营口港,0.05,0.15,0.09,0.05,0.08,0.69,3847800000,营口市,辽宁省
2427,600318.SH,新力金融,0.04,0.11,0.08,0.07,-0.64,0.21,1587437820,合肥市,安徽省
2428,600319.SH,亚星化学,0.04,0.01,0.03,0.05,0.08,0.03,17434277531,潍坊市,山东省
2429,600320.SH,振华重工,0.02,0.08,0.04,0.04,0.07,0.9,3262788000,浦东新区,上海市
2430,600321.SH,ST正源,0,0.03,0.01,0.01,0,0.83,4577598000,成都市,四川省
2431,600322.SH,天房发展,0.15,0.12,0.13,0.13,0.2,0.76,11792803237,和平区,天津市
2432,600323.SH,瀚蓝环境,0.25,1.14,0.97,0.65,0.85,0.4,17258823995,佛山市,广东省
2433,600325.SH,华发股份,0.27,1.08,0.77,0.64,0.77,0.94,6299999233,珠海市,广东省
2434,600326.SH,西藏天路,0.01,0.52,0.44,0.25,0.43,0.37,3590730211,拉萨市,西藏自治区
2435,600327.SH,大东方,0.18,0.4,0.33,0.3,0.46,0.73,3745165674,无锡市,江苏省
2436,600328.SH,兰太实业,0.2,0.61,0.56,0.47,0.48,0.52,8572917255,阿拉善盟,内蒙古自治区
2437,600329.SH,中新药业,0.25,0.73,0.52,0.41,0.62,0.59,6975960110,南开区,天津市
2438,600330.SH,天通股份,0.08,0.29,0.23,0.16,0.19,0.52,6482080000,嘉兴市,浙江省
2439,600331.SH,宏达股份,0.03,-1.32,0.01,0.01,0.1,0.41,67965952418,德阳市,四川省
2440,600332.SH,白云山,0.87,2.12,2.12,1.61,1.27,0.27,3246133546,广州市,广东省
2441,600333.SH,长春燃气,0.01,-0.11,-0.21,-0.14,0.1,0.6,10708033830,长春市,吉林省
2442,600335.SH,国机汽车,0.19,0.58,0.47,0.37,0.65,0.47,3796120528,滨海新区,天津市
2443,600336.SH,澳柯玛,0.05,0.09,0.06,0.08,0.04,0.65,8591255242,青岛市,山东省
2444,600337.SH,美克家居,0.04,0.25,0.19,0.11,0.24,0.53,16619034843,乌鲁木齐市,新疆维吾尔自治区
2445,600338.SH,西藏珠峰,0.2,1.38,1.18,0.81,1.71,0.09,22946736106,拉萨市,西藏自治区
2446,600339.SH,中油工程,0.01,0.17,0.09,0.02,0.12,1.07,89297077426,克拉玛依市,新疆维吾尔自治区
2447,600340.SH,华夏幸福,0.97,3.79,2.54,2.25,2.83,0.3,6541615067,廊坊市,河北省
2448,600343.SH,航天动力,0.01,0.04,0.02,0.02,0.02,0.31,5579640000,西安市,陕西省
2449,600345.SH,长江通信,0.2,1.17,1.09,0.73,1.32,0.36,84128952251,武汉市,湖北省
2450,600346.SH,恒力股份,0.1,0.68,0.76,0.39,0.61,0.38,14069250000,大连市,辽宁省
2451,600348.SH,阳泉煤业,0.22,0.82,0.58,0.37,0.68,1.46,22516256211,阳泉市,山西省
2452,600350.SH,山东高速,0.13,0.61,0.57,0.5,0.55,1.15,5343800160,济南市,山东省
2453,600351.SH,亚宝药业,0.1,0.35,0.27,0.18,0.25,0.55,63570104544,运城市,山西省
2454,600352.SH,浙江龙盛,0.4,1.26,0.98,0.57,0.76,0.11,2892590400,绍兴市,浙江省
2455,600353.SH,旭光股份,0.03,0.11,0.1,0.06,0.05,0.34,2554562067,成都市,四川省
2456,600354.SH,敦煌种业,-0.07,-0.41,-0.23,-0.15,0.05,0.23,1973277692,酒泉市,甘肃省
2457,600355.SH,精伦电子,-0.01,0.02,0.01,0.01,-0.12,0.18,2371927141,武汉市,湖北省
2458,600356.SH,恒丰纸业,0.07,0.22,0.18,0.1,0.33,0.91,2312609903,牡丹江市,黑龙江省
2459,600358.SH,国旅联合,-0.01,-0.17,-0.03,-0.02,0.06,0.24,2331043330,南京市,江苏省
2460,600359.SH,新农开发,0,-0.57,-0.12,-0.06,0.09,0.24,5602416276,阿拉尔市,新疆维吾尔自治区
2461,600360.SH,华微电子,0.02,0.14,0.1,0.07,0.13,0.37,3142613373,吉林市,吉林省
