index,reduceIndex,x1,x2,x3,x4,shock
600837.SH,38.95691636100875,23.091849935316954,23.091849935316954,23.091849935316954,23.091849935316954,-77.99881243598267
600050.SH,19.032516028277254,21.052631578947373,21.052631578947373,21.052631578947373,21.052631578947373,-120.53466313624592
600867.SH,2.2445300523103513,35.33596837944663,35.33596837944663,35.33596837944663,35.33596837944663,-15.024101112067509
1299.HK,34.56712086649089,33.9242,33.9242,33.9242,33.9242,-6.503516114690629
000725.SZ,12.104061913009666,55.06607929515417,55.06607929515417,55.06607929515417,55.06607929515417,-69.9936063888141
600845.SH,153.92799809892628,72.40121580547113,72.40121580547113,72.40121580547113,72.40121580547113,-18.891027961378644
002123.SZ,155.21608653413327,49.39884997386304,49.39884997386304,49.39884997386304,49.39884997386304,-46.86879919482154
002179.SZ,30.660841385077894,24.987199180747577,24.987199180747577,24.987199180747577,24.987199180747577,-27.99032659098663
000568.SZ,252.581655419998,34.263959390862944,34.263959390862944,34.263959390862944,34.263959390862944,-47.557005981463725
000002.SZ,19.803746505309018,29.272840273461785,29.272840273461785,29.272840273461785,29.272840273461785,-32.08909451157484
603517.SH,89.48309611741327,56.663078579117325,56.663078579117325,56.663078579117325,56.663078579117325,-28.58058220178055
600745.SH,327.16734423174194,88.32432432432434,88.32432432432434,88.32432432432434,88.32432432432434,-36.425183190350985
1398.HK,1.9055301735156,21.6667,21.6667,21.6667,21.6667,-20.11110514736707
000895.SZ,129.80720304961756,61.212538753014144,61.212538753014144,61.212538753014144,61.212538753014144,-76.91861835233856
000031.SZ,5.597845438352021,32.86908077994429,32.86908077994429,32.86908077994429,32.86908077994429,-40.09059525332111
002050.SZ,83.81934994002603,49.33641084824005,49.33641084824005,49.33641084824005,49.33641084824005,-64.35217657327134
600438.SH,13.985752067750989,67.70753998476769,67.70753998476769,67.70753998476769,67.70753998476769,-47.985266861492605
300207.SZ,7.7188386998023555,72.95081967213117,72.95081967213117,72.95081967213117,72.95081967213117,-8.633977068198464
000961.SZ,21.56579103225488,39.14691943127961,39.14691943127961,39.14691943127961,39.14691943127961,-43.4340478608738
300012.SZ,41.283397023907035,31.72367538564722,31.72367538564722,31.72367538564722,31.72367538564722,-43.49719982367331
601012.SH,75.29722944832464,54.9738219895288,54.9738219895288,54.9738219895288,54.9738219895288,-53.002173080999974
002410.SZ,19.869341252611214,60.50618010594467,60.50618010594467,60.50618010594467,60.50618010594467,-12.022839613098618
002624.SZ,131.97608446034764,41.20978704123244,41.20978704123244,41.20978704123244,41.20978704123244,-49.785300562969724
300782.SZ,8.848389808696217,85.12074469381291,85.12074469381291,85.12074469381291,85.12074469381291,-84.0954187851787
000425.SZ,1.956945924242487,42.96160877513711,42.96160877513711,42.96160877513711,42.96160877513711,-79.53701403146691
600426.SH,32.266198645712,35.329642677403115,35.329642677403115,35.329642677403115,35.329642677403115,-17.801306183503627
300651.SZ,116.10862988235719,25.383491599707824,25.383491599707824,25.383491599707824,25.383491599707824,-43.910241750864614
002555.SZ,648.6880442519968,48.34756776828815,48.34756776828815,48.34756776828815,48.34756776828815,-17.197249235298496
002311.SZ,86.73794365890188,47.00000000000002,47.00000000000002,47.00000000000002,47.00000000000002,-35.43125044861103
300036.SZ,28.460974948354263,62.61916708479678,62.61916708479678,62.61916708479678,62.61916708479678,-16.73219902785034
002035.SZ,55.18953619562521,30.625931445603584,30.625931445603584,30.625931445603584,30.625931445603584,-76.29947285914626
600030.SH,40.793387738742105,21.936758893280622,21.936758893280622,21.936758893280622,21.936758893280622,-66.13737811427637
000661.SZ,378.9133385332015,48.076062639821025,48.076062639821025,48.076062639821025,48.076062639821025,-43.153009775554196
600763.SH,24.93117200531601,41.91943821320589,41.91943821320589,41.91943821320589,41.91943821320589,-42.48625051400442
600048.SH,10.711317952830992,24.412855377008647,24.412855377008647,24.412855377008647,24.412855377008647,-39.247604868041456
002157.SZ,100.22119788808568,68.33333333333333,68.33333333333333,68.33333333333333,68.33333333333333,-52.218688949830806
300450.SZ,53.05398055693366,56.8090787716956,56.8090787716956,56.8090787716956,56.8090787716956,-22.81767361389377
601688.SH,14.887763660974894,20.384047267355974,20.384047267355974,20.384047267355974,20.384047267355974,-20.245478675603394
603501.SH,43.205176506100635,62.663877266387736,62.663877266387736,62.663877266387736,62.663877266387736,-20.647573720085155
603063.SH,0.198265012692278,28.47965738758031,28.47965738758031,28.47965738758031,28.47965738758031,-53.68023269529832
300383.SZ,21.72703423114901,61.88340807174889,61.88340807174889,61.88340807174889,61.88340807174889,-26.99939596012304
002353.SZ,53.783240950165556,57.35930735930736,57.35930735930736,57.35930735930736,57.35930735930736,-27.62688739856378
002891.SZ,24.046285501541785,46.57933042212517,46.57933042212517,46.57933042212517,46.57933042212517,-48.77612614123447
002271.SZ,162.1003223774497,63.96807297605474,63.96807297605474,63.96807297605474,63.96807297605474,-35.86582619196299
002142.SZ,38.76657308260982,27.637655417406755,27.637655417406755,27.637655417406755,27.637655417406755,-33.821782115022074
002212.SZ,179.16314852535592,71.59389794844816,71.59389794844816,71.59389794844816,71.59389794844816,-68.90684268738568
