index,reduceIndex,x1,x2,x3,x4,shock
002475.SZ,121.24821704609892,48.57534246575343,48.57534246575343,48.57534246575343,48.57534246575343,-36.75105511734147
600519.SH,247.8445569235504,31.94420963651734,31.94420963651734,31.94420963651734,31.94420963651734,-15.60738795957693
600114.SH,36.69464974287997,91.14219114219114,91.14219114219114,91.14219114219114,91.14219114219114,-78.59657057427908
601628.SH,24.858895188531555,33.09435044450818,33.09435044450818,33.09435044450818,33.09435044450818,-45.66012141406278
300146.SZ,184.59364504119037,30.54018946824376,30.54018946824376,30.54018946824376,30.54018946824376,-60.28779444705852
300015.SZ,84.70183096439796,36.52679474216378,36.52679474216378,36.52679474216378,36.52679474216378,-22.6901970319734
002332.SZ,3.879462215989561,71.52988855116517,71.52988855116517,71.52988855116517,71.52988855116517,-57.7193936100931
002241.SZ,5.946632011872178,63.80522088353415,63.80522088353415,63.80522088353415,63.80522088353415,-69.31617902506764
002044.SZ,92.46330463899557,31.69912693082605,31.69912693082605,31.69912693082605,31.69912693082605,-35.92037822508656
002007.SZ,17.839362239865626,58.28362126708908,58.28362126708908,58.28362126708908,58.28362126708908,-23.311099651129695
601318.SH,102.63685291467615,26.56213433185116,26.56213433185116,26.56213433185116,26.56213433185116,-17.63799446808568
300144.SZ,18.16061981321223,30.637334196053057,30.637334196053057,30.637334196053057,30.637334196053057,1.4095811551420394
603816.SH,1.1370330113612612,33.785261316422485,33.785261316422485,33.785261316422485,33.785261316422485,-5.661010977086321
600176.SH,26.808468494032358,37.247706422018354,37.247706422018354,37.247706422018354,37.247706422018354,-38.89436071014959
002396.SZ,3.697625850649206,52.61529808773904,52.61529808773904,52.61529808773904,52.61529808773904,-14.171599587617953
002384.SZ,17.874927097335448,72.18142548596114,72.18142548596114,72.18142548596114,72.18142548596114,-16.002672233581368
002405.SZ,5.7669040623848,52.60869565217391,52.60869565217391,52.60869565217391,52.60869565217391,-23.54058589471447
000651.SZ,20.720292241442266,33.79078987496189,33.79078987496189,33.79078987496189,33.79078987496189,-75.61615978682951
600276.SH,17.11594516226045,25.70840950639854,25.70840950639854,25.70840950639854,25.70840950639854,-31.182505390767414
002572.SZ,7.840125290336386,30.07159904534606,30.07159904534606,30.07159904534606,30.07159904534606,-21.447606115831878
300003.SZ,34.30692181738968,37.39419588875455,37.39419588875455,37.39419588875455,37.39419588875455,-29.89282985527434
002705.SZ,163.93249460878684,96.90721649484536,96.90721649484536,96.90721649484536,96.90721649484536,-44.594711102191106
600383.SH,70.54385587872126,27.65517241379311,27.65517241379311,27.65517241379311,27.65517241379311,-65.71313061587678
601818.SH,1.53813069958208,24.263038548752824,24.263038548752824,24.263038548752824,24.263038548752824,-56.623658127864196
002032.SZ,18.393272448601905,20.304766866371452,20.304766866371452,20.304766866371452,20.304766866371452,-22.644099150995334
0291.HK,378.4783075373721,30.1624,30.1624,30.1624,30.1624,-12.586361318748596
600036.SH,127.60956229986523,30.468334220329947,30.468334220329947,30.468334220329947,30.468334220329947,-8.472071303639487
002236.SZ,19.07697361728445,35.8148893360161,35.8148893360161,35.8148893360161,35.8148893360161,-48.25124468016059
600031.SH,329.6397918045232,38.94428152492669,38.94428152492669,38.94428152492669,38.94428152492669,-36.38162355503075
0939.HK,3.942793322540636,15.3046,15.3046,15.3046,15.3046,-16.20581703454085
601139.SH,9.226604034770244,27.58620689655172,27.58620689655172,27.58620689655172,27.58620689655172,-78.4695993670369
2328.HK,5.412683027226305,41.2141,41.2141,41.2141,41.2141,-28.4760138330974
002768.SZ,99.22589121862549,170.03005581794758,170.03005581794758,170.03005581794758,170.03005581794758,-72.56179077234887
601398.SH,5.279679778931968,19.04761904761904,19.04761904761904,19.04761904761904,19.04761904761904,1.258512970263599
000708.SZ,131.51055441110978,55.037069341474044,55.037069341474044,55.037069341474044,55.037069341474044,-62.05298221939417
600529.SH,83.96707360048238,72.39507959479015,72.39507959479015,72.39507959479015,72.39507959479015,-20.933511150516573
2020.HK,150.8103906922344,53.6201,53.6201,53.6201,53.6201,-3.524133645477122
600887.SH,161.86968547064654,21.848739495798306,21.848739495798306,21.848739495798306,21.848739495798306,-30.96853846595822
002675.SZ,63.97779435091747,32.65052762259468,32.65052762259468,32.65052762259468,32.65052762259468,-74.04393032502139
300498.SZ,53.126859832078274,31.845238095238088,31.845238095238088,31.845238095238088,31.845238095238088,-25.66762403395608
601877.SH,11.038956335727713,30.373134328358216,30.373134328358216,30.373134328358216,30.373134328358216,-37.740275885561275
300014.SZ,283.0963025146192,75.2591706539075,75.2591706539075,75.2591706539075,75.2591706539075,-20.96000395351536
300122.SZ,79.76440522781668,73.35884011276683,73.35884011276683,73.35884011276683,73.35884011276683,-6.458904528761043
300601.SZ,148.44822881757304,72.3203098302768,72.3203098302768,72.3203098302768,72.3203098302768,-7.9915424030333115
601166.SH,12.49185774125912,27.72727272727274,27.72727272727274,27.72727272727274,27.72727272727274,-20.44321199397052
603456.SH,9.327286333282688,81.49210903873745,81.49210903873745,81.49210903873745,81.49210903873745,-44.84954579077632
0268.HK,4.14017462742456,79.1238,79.1238,79.1238,79.1238,-3.130381538622265
600201.SH,14.242284044472784,44.71153846153847,44.71153846153847,44.71153846153847,44.71153846153847,-44.16320714406035
1797.HK,72.14316538982517,116.5054,116.5054,116.5054,116.5054,-41.969310146263524
000063.SZ,22.96841913599909,60.94942074032213,60.94942074032213,60.94942074032213,60.94942074032213,-58.75060881721834
000876.SZ,409.76337931494936,99.59899749373432,99.59899749373432,99.59899749373432,99.59899749373432,-56.48400058070079
601088.SH,29.697147296924406,25.808219178082194,25.808219178082194,25.808219178082194,25.808219178082194,7.333129927334819
000333.SZ,12.306414722018685,25.23605150214593,25.23605150214593,25.23605150214593,25.23605150214593,-33.48229307513432
