index,reduceIndex,x1,x2,x3,x4,shock
002475.SZ,121.24821704609892,48.57534246575343,321.0156524101793,0.053685151901359834,43.108161112082456,-36.75105511734147
600519.SH,247.8445569235504,31.94420963651734,72.72968628029761,0.032700620085417104,27.491199780735606,-15.60738795957693
600114.SH,36.69464974287997,91.14219114219114,858.169294313154,0.07670870306596426,64.93798860268252,-78.59657057427908
601628.SH,24.858895188531555,33.09435044450818,16.55914113985477,0.03082798518666595,30.90697301371827,-45.66012141406278
300146.SZ,184.59364504119037,30.54018946824376,423.1154554047065,0.03995606637635839,30.880368714914265,-60.28779444705852
300015.SZ,84.70183096439796,36.52679474216378,168.72545561882333,0.040089089901385384,35.31249831340709,-22.6901970319734
002332.SZ,3.879462215989561,71.52988855116517,614.7991026097782,0.055699264983418525,40.61215666305832,-57.7193936100931
002241.SZ,5.946632011872178,63.80522088353415,695.4066479344119,0.06695566437795161,55.26896287396349,-69.31617902506764
002044.SZ,92.46330463899557,31.69912693082605,209.37114436120658,0.04773441070141767,38.740079393959455,-35.92037822508656
002007.SZ,17.839362239865626,58.28362126708908,337.2813483174823,0.04765398879580366,34.30076404987184,-23.311099651129695
601318.SH,102.63685291467615,26.56213433185116,133.35147385638152,0.017774786402839318,23.82499744963252,-17.63799446808568
300144.SZ,18.16061981321223,30.637334196053057,196.71216872388013,0.043155772267927474,33.41759229843855,1.4095811551420394
603816.SH,1.1370330113612612,33.785261316422485,283.82474366761033,0.03520927063950167,36.77507431899321,-5.661010977086321
600176.SH,26.808468494032358,37.247706422018354,197.57767235545847,0.03212458996687785,32.400321185698964,-38.89436071014959
002396.SZ,3.697625850649206,52.61529808773904,690.5790646760516,0.05525737135846257,41.41260817334515,-14.171599587617953
002384.SZ,17.874927097335448,72.18142548596114,1063.9386404520876,0.0575678693646319,57.479849341552494,-16.002672233581368
002405.SZ,5.7669040623848,52.60869565217391,948.8482811391409,0.04770590018400106,44.601719580207174,-23.54058589471447
000651.SZ,20.720292241442266,33.79078987496189,169.86816728345144,0.0303366927302563,29.483156482874442,-75.61615978682951
600276.SH,17.11594516226045,25.70840950639854,111.3075344599112,0.03514704567699352,30.64154061145241,-31.182505390767414
002572.SZ,7.840125290336386,30.07159904534606,371.73237100949837,0.03778723887294791,37.563431115073904,-21.447606115831878
300003.SZ,34.30692181738968,37.39419588875455,336.33046051153025,0.04973478604480665,39.633266428430574,-29.89282985527434
002705.SZ,163.93249460878684,96.90721649484536,173.98098213046597,0.0602809936227532,48.9936540340384,-44.594711102191106
600383.SH,70.54385587872126,27.65517241379311,145.77421381269312,0.04074154049951057,34.23038875552615,-65.71313061587678
601818.SH,1.53813069958208,24.263038548752824,59.9822595085115,0.02197648186054994,20.598846647907585,-56.623658127864196
002032.SZ,18.393272448601905,20.304766866371452,67.55338957156256,0.030858397468771726,23.423415401605407,-22.644099150995334
0291.HK,378.4783075373721,30.1624,54.3058,0.0428,34.4812,-12.586361318748596
600036.SH,127.60956229986523,30.468334220329947,59.90480910224181,0.021909266809508547,23.24843014627946,-8.472071303639487
002236.SZ,19.07697361728445,35.8148893360161,656.6530781161828,0.04614277249937414,42.993049285765416,-48.25124468016059
600031.SH,329.6397918045232,38.94428152492669,231.42467724568863,0.03382013956871178,30.515615601089877,-36.38162355503075
0939.HK,3.942793322540636,15.3046,36.8929,0.0232,19.91,-16.20581703454085
601139.SH,9.226604034770244,27.58620689655172,110.09058167582748,0.03530581685863548,28.06354608252432,-78.4695993670369
2328.HK,5.412683027226305,41.2141,100.6197,0.0326,30.4662,-28.4760138330974
002768.SZ,99.22589121862549,170.03005581794758,924.8360082205746,0.09305002425072732,73.26848317890666,-72.56179077234887
601398.SH,5.279679778931968,19.04761904761904,14.612836318867036,0.01516477946360126,13.611265794635962,1.258512970263599
000708.SZ,131.51055441110978,55.037069341474044,252.34480544946808,0.050295396329902944,38.76547469601513,-62.05298221939417
600529.SH,83.96707360048238,72.39507959479015,261.98645777138745,0.05184103175094965,38.75125665205025,-20.933511150516573
2020.HK,150.8103906922344,53.6201,72.9237,0.0489,40.7095,-3.524133645477122
600887.SH,161.86968547064654,21.848739495798306,211.97477252843294,0.031361791756319105,26.029063433004666,-30.96853846595822
002675.SZ,63.97779435091747,32.65052762259468,425.2151174967553,0.04906385682440422,37.31896306589906,-74.04393032502139
300498.SZ,53.126859832078274,31.845238095238088,187.19515837502757,0.05269972664639735,41.21423957930863,-25.66762403395608
601877.SH,11.038956335727713,30.373134328358216,110.20225480774326,0.029231333295018667,30.232912415287142,-37.740275885561275
300014.SZ,283.0963025146192,75.2591706539075,759.5621479692876,0.06477335175808835,56.47447873288353,-20.96000395351536
300122.SZ,79.76440522781668,73.35884011276683,301.4404942313588,0.04417077431455069,37.18434079599602,-6.458904528761043
300601.SZ,148.44822881757304,72.3203098302768,393.8434949630233,0.056906970502571035,42.139293243437606,-7.9915424030333115
601166.SH,12.49185774125912,27.72727272727274,88.47328719948155,0.024565820557792488,23.637270055672595,-20.44321199397052
